         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           WEL_IN          WEL_OUT           GHB_IN          GHB_OUT           SFR_IN          SFR_OUT      UZF_RECH_IN     UZF_RECH_OUT     UZF_GW_ET_IN    UZF_GW_ET_OUT      UZF_LEAK_IN     UZF_LEAK_OUT         IN_OUT  PERCENT_ERROR
  NaN                   8    12   235990.08651   2.0164760E+7        1.7901384       24.6733842              0.0              0.0              0.0              0.0        0.2089490        0.2734394       42.9250257       13.4506888       11.2861383              0.0              0.0       17.8127285              0.0              0.0   1.0426858E-5   1.8549746E-5
  NaN                   8    13   259589.09516   2.0424349E+7        1.6762241       24.3585679              0.0              0.0              0.0              0.0        0.2089504        0.2733547       42.9490179       13.4756476       11.0814425              0.0              0.0       17.8080314              0.0              0.0   3.3291582E-5   5.9538967E-5
  NaN                   8    14   285548.00468   2.0709897E+7        1.5435273       24.0691699              0.0              0.0              0.0              0.0        0.2089522        0.2732679       42.9719275       13.4960247       10.9180659              0.0              0.0       17.8039854              0.0              0.0   2.5021393E-5   4.4968164E-5
  NaN                   8    15   314102.80515   2.1024000E+7        1.2494959       23.7555318              0.0              0.0              0.0              0.0        0.2089544        0.2731793       42.9936030       13.5127071       10.8931267              0.0              0.0       17.8037552              0.0              0.0   6.4676583E-6   1.1686038E-5
  NaN                   9     1    82713.08566   2.1106713E+7        1.1918476       12.1110842              0.0              0.0              0.0             10.0        0.2089549        0.2731553       42.9997930       13.5166259        9.3020118              0.0              0.0       17.8017312              0.0              0.0   1.0765709E-5   2.0046905E-5
  NaN                   9     2    90984.39423   2.1197697E+7        1.1224250       12.0329313              0.0              0.0              0.0             10.0        0.2089555        0.2731299       43.0060064       13.5206122        9.2916275              0.0              0.0       17.8023303              0.0              0.0   1.0830440E-5   2.0195115E-5
  NaN                   9     3   100082.83365   2.1297780E+7        1.0798167       11.9435626              0.0              0.0              0.0             10.0        0.2089562        0.2731033       43.0122107       13.5246902        9.2434279              0.0              0.0       17.8030452              0.0              0.0   1.0190653E-5   1.9032153E-5
  NaN                   9     4   110091.11701   2.1407871E+7        0.8745138       12.8981446              0.0              0.0              0.0             10.0        0.2089571        0.2730755       43.0184409       13.5289143       10.4027737              0.0              0.0       17.8045313              0.0              0.0   1.9811368E-5   3.6348016E-5
  NaN                   9     5   121100.22871   2.1528972E+7        0.8443601       13.2095421              0.0              0.0              0.0             10.0        0.2089580        0.2730465       43.0250898       13.5332774       10.7445198              0.0              0.0       17.8070395              0.0              0.0   2.2135591E-5   4.0376529E-5
  NaN                   9     6   133210.25159   2.1662182E+7        0.8113388       13.0925282              0.0              0.0              0.0             10.0        0.2089591        0.2730156       43.0316922       13.5377365       10.6616487              0.0              0.0       17.8103384              0.0              0.0   2.0110397E-5   3.6755736E-5
  NaN                   9     7   146531.27674   2.1808713E+7        0.4874639       13.0695329              0.0              0.0              0.0             10.0        0.2089603        0.2729822       43.0388247       13.5400087       10.9657594              0.0              0.0       17.8184648              0.0              0.0   1.9715991E-5   3.6043201E-5
  NaN                   9     8   161184.40442   2.1969898E+7        0.5388479       13.0464543              0.0              0.0              0.0             10.0        0.2089616        0.2729480       43.0456167       13.5360737       10.8953008              0.0              0.0       17.8332380              0.0              0.0   1.2973466E-5   2.3722380E-5
  NaN                   9     9   177302.84486   2.2147200E+7        0.5857388       12.8626525              0.0              0.0              0.0             10.0        0.2089631        0.2729125       43.0522584       13.5245399       10.6638559              0.0              0.0       17.8506992              0.0              0.0   1.2093250E-5   2.2185050E-5
  NaN                   9    10   195033.12935   2.2342234E+7        0.6125921       12.7863228              0.0              0.0              0.0             10.0        0.2089649        0.2728762       43.0585760       13.5068332       10.5548956              0.0              0.0       17.8689845              0.0              0.0   1.1826213E-5   2.1725375E-5
  NaN                   9    11   214536.44228   2.2556770E+7        0.6737225       12.6689846              0.0              0.0              0.0             10.0        0.2089668        0.2728391       43.0650455       13.4817341       10.3653343              0.0              0.0       17.8895020              0.0              0.0   9.2884499E-6   1.7101686E-5
  NaN                   9    12   235990.08651   2.2792760E+7        0.6885697       12.5980141              0.0              0.0              0.0             10.0        0.2089689        0.2728014       43.0720715       13.4555096       10.2712097              0.0              0.0       17.9144858              0.0              0.0   8.9503302E-6   1.6501098E-5
  NaN                   9    13   259589.09516   2.3052349E+7        0.7551445       13.4849221              0.0              0.0              0.0             10.0        0.2089713        0.2727632       43.0793091       13.4312477       11.0892941              0.0              0.0       17.9437628              0.0              0.0   2.3192572E-5   4.2066812E-5
  NaN                   9    14   285548.00468   2.3337897E+7        0.8143009       13.9740505              0.0              0.0              0.0             10.0        0.2089739        0.2727232       43.0859586       13.4129996       11.5219030              0.0              0.0       17.9713348              0.0              0.0   2.8261226E-5   5.0801107E-5
  NaN                   9    15   314102.80515   2.3652000E+7        0.9419342       13.9122800              0.0              0.0              0.0             10.0        0.2089769        0.2726843       43.0919385       13.4005351       11.3224620              0.0              0.0       17.9797859              0.0              0.0   2.6187518E-5   4.7129267E-5
  NaN                  10     1    82713.08566   2.3734713E+7        1.1155701       25.5757574              0.0              0.0              0.0              0.0        0.2089777        0.2726743       43.0935661       13.3976197       12.8095535              0.0              0.0       17.9815912              0.0              0.0   2.4717678E-5   4.3191841E-5
  NaN                  10     2    90984.39423   2.3825697E+7        1.1614018       25.4719737              0.0              0.0              0.0              0.0        0.2089785        0.2726636       43.0952270       13.3950091       12.6576126              0.0              0.0       17.9835493              0.0              0.0   2.4125172E-5   4.2233574E-5
  NaN                  10     3   100082.83365   2.3925780E+7        1.2014447       25.3805944              0.0              0.0              0.0              0.0        0.2089795        0.2726525       43.0969084       13.3927940       12.5243748              0.0              0.0       17.9856444              0.0              0.0   2.2125471E-5   3.8795044E-5
  NaN                  10     4   110091.11701   2.4035871E+7        1.2387376       25.2660498              0.0              0.0              0.0              0.0        0.2089805        0.2726408       43.0985933       13.3911131       12.3712505              0.0              0.0       17.9877371              0.0              0.0   2.1148290E-5   3.7156007E-5
  NaN                  10     5   121100.22871   2.4156972E+7        1.2832986       25.1514594              0.0              0.0              0.0              0.0        0.2089817        0.2726287       43.1002640       13.3898968       12.2118824              0.0              0.0       17.9904228              0.0              0.0   1.8954273E-5   3.3367603E-5
  NaN                  10     6   133210.25159   2.4290182E+7        1.3116473       25.0166562              0.0              0.0              0.0              0.0        0.2089830        0.2726162       43.1019027       13.3892092       12.0491588              0.0              0.0       17.9931923              0.0              0.0   1.7978176E-5   3.1723386E-5
  NaN                  10     7   146531.27674   2.4436713E+7        1.3280726       24.9650478              0.0              0.0              0.0              0.0        0.2089845        0.2726034       43.1034871       13.3892911       11.9827398              0.0              0.0       17.9963245              0.0              0.0   1.7198473E-5   3.0373505E-5
  NaN                  10     8   161184.40442   2.4597898E+7        1.3372006       25.7472117              0.0              0.0              0.0              0.0        0.2089862        0.2725904       43.1049896       13.3901417       12.7588114              0.0              0.0       18.0000178              0.0              0.0   2.6131819E-5   4.5517907E-5
  NaN                  10     9   177302.84486   2.4775200E+7        1.3468252       25.4474643              0.0              0.0              0.0              0.0        0.2089880        0.2725771       43.1066435       13.3907845       12.4529355              0.0              0.0       18.0045443              0.0              0.0   2.1835767E-5   3.8230974E-5
  NaN                  10    10   195033.12935   2.4970234E+7        1.3438892       25.3068569              0.0              0.0              0.0              0.0        0.2089901        0.2725639       43.1084410       13.3891051       12.3159738              0.0              0.0       18.0087468              0.0              0.0   2.1401135E-5   3.7560821E-5
  NaN                  10    11   214536.44228   2.5184770E+7        1.3586693       25.0848853              0.0              0.0              0.0              0.0        0.2089935        0.2725506       43.1102549       13.3856857       12.0883080              0.0              0.0       18.0230856              0.0              0.0   1.8377760E-5   3.2374466E-5
  NaN                  10    12   235990.08651   2.5420760E+7        1.3309109       24.9941916              0.0              0.0              0.0              0.0        0.2089993        0.2725376       43.1088944       13.3805303       12.0463866              0.0              0.0       18.0479158              0.0              0.0   1.5914121E-5   2.8069618E-5
  NaN                  10    13   259589.09516   2.5680349E+7        1.3613376       25.5339088              0.0              0.0              0.0              0.0        0.2090158        0.2725246       43.1004905       13.3721270       12.6478878              0.0              0.0       18.1401464              0.0              0.0   2.4928495E-5   4.3491018E-5
  NaN                  10    14   285548.00468   2.5965897E+7        1.3322880       25.0455221              0.0              0.0              0.0              0.0        0.2090417        0.2725115       43.0991998       13.3608417       12.2712681              0.0              0.0       18.2329041              0.0              0.0   1.8304825E-5   3.2163504E-5
  NaN                  10    15   314102.80515   2.6280000E+7        1.2320331       24.6872179              0.0              0.0              0.0              0.0        0.2090871        0.2724976       43.1075168       13.3489003       12.1630652              0.0              0.0       18.4030692              0.0              0.0   1.7200874E-5   3.0330383E-5
  NaN                  11     1    82713.08566   2.6362713E+7       22.1873498       13.4433224              0.0              0.0              0.0             30.0        0.2090982        0.2724939       43.1100658       13.3456854        9.9608524              0.0              0.0       18.4058503              0.0              0.0   1.4240514E-5   1.8869766E-5
  NaN                  11     2    90984.39423   2.6453697E+7       21.7391195       12.8396892              0.0              0.0              0.0             30.0        0.2091101        0.2724900       43.1129621       13.3425479        9.8131272              0.0              0.0       18.4195386              0.0              0.0   5.3165039E-5   7.1005731E-5
  NaN                  11     3   100082.83365   2.6553780E+7       21.2582649       12.1791612              0.0              0.0              0.0             30.0        0.2091219        0.2724857       43.1160042       13.3396042        9.6264023              0.0              0.0       18.4184946              0.0              0.0   4.7539017E-5   6.4060321E-5
  NaN                  11     4   110091.11701   2.6663871E+7       20.7559738       11.5380421              0.0              0.0              0.0             30.0        0.2091334        0.2724811       43.1191585       13.3370869        9.4808112              0.0              0.0       18.4174207              0.0              0.0   4.6035704E-5   6.2578224E-5
  NaN                  11     5   121100.22871   2.6784972E+7       20.2246233       11.6465452              0.0              0.0              0.0             30.0        0.2091447        0.2724763       43.1223626       13.3351525       10.1161047              0.0              0.0       18.4180433              0.0              0.0   1.8005709E-5   2.4440295E-5
  NaN                  11     6   133210.25159   2.6918182E+7       19.6807771       11.0591980              0.0              0.0              0.0             30.0        0.2091555        0.2724712       43.1256598       13.3338752       10.0740049              0.0              0.0       18.4240345              0.0              0.0   1.8362169E-5   2.5122825E-5
  NaN                  11     7   146531.27674   2.7064713E+7       18.9781919       10.3668898              0.0              0.0              0.0             30.0        0.2091659        0.2724659       43.1289123       13.3333911       10.0871581              0.0              0.0       18.4306640              0.0              0.0   1.7473581E-5   2.4133641E-5
  NaN                  11     8   161184.40442   2.7225898E+7       18.3842613        9.7022887              0.0              0.0              0.0             30.0        0.2091757        0.2724604       43.1321645       13.3336686       10.0214256              0.0              0.0       18.4385926              0.0              0.0   1.6771857E-5   2.3376381E-5
  NaN                  11     9   177302.84486   2.7403200E+7       17.8498872        9.4595382              0.0              0.0              0.0             30.0        0.2091850        0.2724549       43.1311158       13.3341362       10.3187219              0.0              0.0       18.4427628              0.0              0.0   1.7896044E-5   2.5026317E-5
  NaN                  11    10   195033.12935   2.7598234E+7       17.4094247        9.1600516              0.0              0.0              0.0             30.0        0.2091937        0.2724495       43.1290238       13.3354361       10.4608338              0.0              0.0       18.4405184              0.0              0.0   2.0313912E-5   2.8527383E-5
  NaN                  11    11   214536.44228   2.7812770E+7       17.1305418        8.6280814              0.0              0.0              0.0             30.0        0.2092018        0.2724441       43.1283145       13.3375552       10.2078647              0.0              0.0       18.4378229              0.0              0.0   1.9175941E-5   2.7132216E-5
  NaN                  11    12   235990.08651   2.8048760E+7       16.9361416        8.0537245              0.0              0.0              0.0             30.0        0.2092092        0.2724389       43.1286623       13.3384918        9.8253052              0.0              0.0       18.4346486              0.0              0.0   1.4590910E-5   2.0814626E-5
  NaN                  11    13   259589.09516   2.8308349E+7       16.7360746        7.5308739              0.0              0.0              0.0             30.0        0.2092203        0.2724280       43.1312551       13.3371389        9.5309341              0.0              0.0       18.4669912              0.0              0.0   5.2066006E-5   7.4799465E-5
  NaN                  11    14   285548.00468   2.8593897E+7       16.5307951        7.5858119              0.0              0.0              0.0             30.0        0.2092389        0.2724080       43.1368883       13.3334073        9.8503625              0.0              0.0       18.5356402              0.0              0.0   1.7362090E-5   2.4899998E-5
  NaN                  11    15   314102.80515   2.8908000E+7       16.3590817        7.2356106              0.0              0.0              0.0             30.0        0.2092666        0.2723844       43.1460901       13.3258602        9.7387646              0.0              0.0       18.6193328              0.0              0.0   1.5042401E-5   2.1658328E-5
  NaN                  12     1    82713.08566   2.8990713E+7        2.6028793       23.2518344              0.0              0.0              0.0              0.0        0.2092759        0.2723784       43.1492851       13.3231346        9.5651872              0.0              0.0       18.6792243              0.0              0.0   5.5682151E-5   1.0028014E-4
  NaN                  12     2    90984.39423   2.9081697E+7        2.2402953       22.8601135              0.0              0.0              0.0              0.0        0.2092852        0.2723722       43.1525271       13.3201380        9.5324619              0.0              0.0       18.6818907              0.0              0.0   5.5191064E-5   1.0010252E-4
  NaN                  12     3   100082.83365   2.9181780E+7        1.8890687       22.3471084              0.0              0.0              0.0              0.0        0.2092989        0.2723655       43.1571473       13.3163924        9.4454189              0.0              0.0       18.7650164              0.0              0.0   5.1175800E-5   9.3555667E-5
  NaN                  12     4   110091.11701   2.9291871E+7        1.5255960       21.9159737              0.0              0.0              0.0              0.0        0.2093126        0.2723585       43.1618682       13.3121108        9.3760074              0.0              0.0       18.7722926              0.0              0.0   4.8583969E-5   8.9518146E-5
  NaN                  12     5   121100.22871   2.9412972E+7        1.2164156       21.5236279              0.0              0.0              0.0              0.0        0.2093286        0.2723510       43.1673764       13.3071227        9.3265345              0.0              0.0       18.8165060              0.0              0.0   4.7464256E-5   8.8027783E-5
  NaN                  12     6   133210.25159   2.9546182E+7        1.0114412       21.2661725              0.0              0.0              0.0              0.0        0.2093470        0.2723432       43.1737124       13.3014773        9.3044495              0.0              0.0       18.8589101              0.0              0.0   4.7090842E-5   8.7694197E-5
  NaN                  12     7   146531.27674   2.9692713E+7        0.9407929       21.0797613              0.0              0.0              0.0              0.0        0.2093682        0.2723349       43.1810325       13.2951797        9.2236514              0.0              0.0       18.9075268              0.0              0.0   4.2329002E-5   7.9038636E-5
  NaN                  12     8   161184.40442   2.9853898E+7        0.9506494       21.0633438              0.0              0.0              0.0              0.0        0.2093912        0.2723261       43.1890164       13.2883246        9.2211935              0.0              0.0       18.9462151              0.0              0.0   4.0821892E-5   7.6202569E-5
  NaN                  12     9   177302.84486   3.0031200E+7        0.9638257       21.4929955              0.0              0.0              0.0              0.0        0.2094196        0.2723167       43.1988089       13.2804867        9.6994205              0.0              0.0       19.0256212              0.0              0.0   5.4673900E-5   1.0111418E-4
  NaN                  12    10   195033.12935   3.0226234E+7        0.9782910       21.3960477              0.0              0.0              0.0              0.0        0.2094515        0.2723067       43.2099038       13.2720905        9.6325808              0.0              0.0       19.0897306              0.0              0.0   5.1579448E-5   9.5464105E-5
  NaN                  12    11   214536.44228   3.0440770E+7        0.9720095       21.2080115              0.0              0.0              0.0              0.0        0.2094878        0.2722960       43.2224730       13.2631442        9.5048308              0.0              0.0       19.1653020              0.0              0.0   4.7481973E-5   8.8078371E-5
  NaN                  12    12   235990.08651   3.0676760E+7        0.9775378       21.0018103              0.0              0.0              0.0              0.0        0.2095279        0.2722845       43.2363541       13.2538353        9.3482513              0.0              0.0       19.2436998              0.0              0.0   4.1375258E-5   7.6946230E-5
  NaN                  12    13   259589.09516   3.0936349E+7        0.9498153       21.0673461              0.0              0.0              0.0              0.0        0.2095638        0.2722724       43.2492103       13.2450690        9.4429227              0.0              0.0       19.2667871              0.0              0.0   3.7443422E-5   6.9530889E-5
  NaN                  12    14   285548.00468   3.1221897E+7        0.9273078       21.7612642              0.0              0.0              0.0              0.0        0.2095944        0.2722600       43.2606080       13.2373063       10.1555903              0.0              0.0       19.2822337              0.0              0.0   3.6242454E-5   6.6435209E-5
  NaN                  12    15   314102.80515   3.1536000E+7        0.8976808       22.5366672              0.0              0.0              0.0              0.0        0.2096201        0.2722475       43.2706040       13.2310031       10.9606437              0.0              0.0       19.2986022              0.0              0.0   2.8669473E-5   5.1807430E-5
