         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2010-12-01T00:00:00    12     1           15.5          349.5       4880.81340        0.2076909              0.0              0.0              0.0       1058.48408              0.0       2149.27382        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.0490916E-9  3.7299071E-11
2010-12-16T12:00:00    12     2           15.5          365.0       4864.71817              0.0              0.0              0.0              0.0       1053.96761              0.0       2137.90275        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.8139766E-9  5.1372581E-11
2011-01-01T00:00:00    13     1           15.5          380.5       2769.23599        719.19548              0.0              0.0              0.0        773.94264              0.0       1887.50452        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.5979505E-9  1.3600818E-10
2011-01-16T12:00:00    13     2           15.5          396.0       2728.79454        686.47925              0.0              0.0              0.0        771.44777              0.0       1882.27418        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.7553036E-9  1.1242747E-10
2011-02-01T00:00:00    14     1           14.0          410.0       2330.78487        671.17812              0.0              0.0              0.0        570.30975              0.0       1700.70365        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   5.7484613E-9  1.9538025E-10
2011-02-15T00:00:00    14     2           14.0          424.0       2297.99727        643.98736              0.0              0.0              0.0        568.65831              0.0       1696.75826        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   5.1968527E-9  1.7862259E-10
2011-03-01T00:00:00    15     1           15.5          439.5       2122.11443        620.54822              0.0              0.0              0.0        489.51934              0.0       1623.45352        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   5.3682925E-9  1.9638745E-10
2011-03-16T12:00:00    15     2           15.5          455.0       2089.02532        593.12246              0.0              0.0              0.0        487.90262              0.0       1619.40691        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.2618922E-9  1.5782261E-10
2011-04-01T00:00:00    16     1           15.0          470.0       2199.13438        562.60257              0.0              0.0              0.0        563.56639              0.0       1684.37209        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.1918611E-9  1.4914783E-10
2011-04-16T00:00:00    16     2           15.0          485.0       2168.72310        538.24381              0.0              0.0              0.0        561.71468              0.0       1680.17126        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.2391548E-9  1.5248047E-10
2011-05-01T00:00:00    17     1           15.5          500.5       3281.36270              0.0              0.0              0.0              0.0        758.15114              0.0       1849.73077        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   3.9140104E-9  1.0052430E-10
