         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           GHB_IN          GHB_OUT      UZF_RECH_IN     UZF_RECH_OUT     UZF_GW_ET_IN    UZF_GW_ET_OUT      UZF_LEAK_IN     UZF_LEAK_OUT           SWR_IN          SWR_OUT      SWR_GWET_IN     SWR_GWET_OUT         IN_OUT  PERCENT_ERROR
  NaN                 161     4      0.1666667      160.66667       5903.47204        898.35483              0.0              0.0       40.0640301        598.77990      14242.90880              0.0              0.0       5419.96606              0.0      12997.60632       1350.67111       1622.03569              0.0              0.0      0.3731911      0.0017328
  NaN                 161     5      0.1666667      160.83333       4671.70363        545.95363              0.0              0.0       41.5984326        596.12651      13939.43363              0.0              0.0       5422.27193              0.0      11891.77768       1369.21020       1565.54806              0.0              0.0      0.2680713      0.0013389
  NaN                 161     6      0.1666667      161.00000       3722.07403        388.80307              0.0              0.0       43.1634963        593.51269      13834.40313              0.0              0.0       5421.77297              0.0      11072.98219       1388.33746       1510.68600              0.0              0.0      0.2211950      0.0011649
  NaN                 162     1      0.1666667      161.16667       2254.33997        381.73501              0.0              0.0       44.6420745        590.91160      14825.33564              0.0              0.0       5420.47511              0.0      10651.83666       1397.54603       1476.13943              0.0              0.0      0.7658982      0.0041352
  NaN                 162     2      0.1666667      161.33333       1900.77821        354.72217              0.0              0.0       46.0057639        588.45891      14788.73172              0.0              0.0       5418.83502              0.0      10327.59808       1403.06469       1448.35423              0.0              0.0      0.6119725      0.0033739
  NaN                 162     3      0.1666667      161.50000       1664.59728        293.04905              0.0              0.0       47.2261723        586.17466      14741.85289              0.0              0.0       5416.98722              0.0      10065.45272       1369.46022       1494.67018              0.0              0.0     33.1972581     -0.1860860
  NaN                 162     4      0.1666667      161.66667       1411.75044        217.67576              0.0              0.0       48.4139801        584.04153      14687.38410              0.0              0.0       5414.70728              0.0       9859.57881       1383.00061       1454.12953              0.0              0.0      0.4162208      0.0023743
  NaN                 162     5      0.1666667      161.83333       1210.40091        175.03031              0.0              0.0       49.3599364        582.06898      14668.00965              0.0              0.0       5412.24143              0.0       9694.67977       1379.29326       1442.69734              0.0              0.0      0.3459276      0.0019988
  NaN                 162     6      0.1666667      162.00000       1022.97227        159.56856              0.0              0.0       50.3887715        580.22599      14664.36513              0.0              0.0       5409.73703              0.0       9567.00855       1390.08031       1410.99255              0.0              0.0      0.2738010      0.0015986
  NaN                 163     1      0.1666667      162.16667       3115.06859        203.32126              0.0              0.0       51.4610070        471.02516      11961.40845              0.0              0.0       5408.27031              0.0       8970.59121       1296.91524       1371.42141              0.0              0.0      0.2239483      0.0013635
  NaN                 163     2      0.1666667      162.33333       2486.38337        334.99306              0.0              0.0       52.1985761        470.25079      12220.55059              0.0              0.0       5409.11373              0.0       8510.68893       1310.12055       1344.06931              0.0              0.0      0.1372622   8.5419530E-4
  NaN                 163     3      0.1666667      162.50000       2148.89836        725.79815              0.0              0.0       52.4015656        469.64582      12661.03368              0.0              0.0       5413.50397              0.0       8136.04396       1274.66032       1391.18012              0.0              0.0      0.8219056      0.0050934
  NaN                 163     4      0.1666667      162.66667       1842.38055        964.09717              0.0              0.0       52.8532660        469.06528      12935.90878              0.0              0.0       5421.79443              0.0       7834.48775       1263.09772       1404.06919              0.0              0.0      0.7265033      0.0045142
  NaN                 163     5      0.1666667      162.83333       1533.51329       1084.55997              0.0              0.0       53.3086205        468.50467      13088.57318              0.0              0.0       5431.99525              0.0       7598.21119       1277.46168       1368.97220              0.0              0.0      0.6134816      0.0038457
  NaN                 163     6      0.1666667      163.00000       1261.51890       1077.83204              0.0              0.0       53.8099360        467.95596      13103.04469              0.0              0.0       5442.64475              0.0       7416.76000       1306.36295       1319.03801              0.0              0.0      0.5057167      0.0032161
  NaN                 164     1      0.1666667      163.16667      10516.54858       1053.28732              0.0              0.0       54.4226895        304.38667       2088.47260              0.0              0.0       5452.38173              0.0       5637.78325       1113.79390       1324.76593              0.0              0.0      0.6328485      0.0045949
  NaN                 164     2      0.1666667      163.33333       9092.70919        856.81980              0.0              0.0       58.2810951        301.09733       1653.52239              0.0              0.0       5455.50135              0.0       4367.15608       1351.97303       1175.43539              0.0              0.0      0.4757426      0.0039136
  NaN                 164     3      0.1666667      163.50000       8641.49366        445.86334              0.0              0.0       58.3781487        298.17411       1144.34546              0.0              0.0       5454.82997              0.0       3363.82356       1072.76361       1353.86969              0.0              0.0      0.4201983      0.0038491
  NaN                 164     4      0.1666667      163.66667       7778.85450        212.95760              0.0              0.0       60.9318677        295.31771        731.84591              0.0              0.0       5442.04982              0.0       2619.90774       1212.43794       1213.45710              0.0              0.0      0.3802514      0.0038865
  NaN                 164     5      0.1666667      163.83333       7022.19765        116.72534              0.0              0.0       63.7331676        292.47924        501.67688              0.0              0.0       5437.07013              0.0       2067.30667       1395.50459       1069.19265              0.0              0.0      0.3382511      0.0037655
  NaN                 164     6      0.1666667      164.00000       6790.85243       49.4342767              0.0              0.0       64.4055535        289.87351        321.00585              0.0              0.0       5425.47325              0.0       1624.13858       1302.92899       1089.92178              0.0              0.0      0.3514101      0.0041445
  NaN                 165     1      0.1666667      164.16667       6769.96782        0.0102945              0.0              0.0       64.3143530        179.52471        191.05760              0.0              0.0       5427.89495              0.0       1258.91731       1011.13177       1169.73793              0.0              0.0      0.3863512      0.0048076
  NaN                 165     2      0.1666667      164.33333       6441.08309              0.0              0.0              0.0       67.1860078        176.99952        108.19132              0.0              0.0       5429.00448              0.0        988.25939       1094.43291       1116.31418              0.0              0.0      0.3157657      0.0040951
  NaN                 165     3      0.1666667      164.50000       6148.41224              0.0              0.0              0.0       69.2141940        174.60572       60.5951463              0.0              0.0       5434.35970              0.0        793.49405       1167.63363       1043.09696              0.0              0.0      0.2987821      0.0040128
  NaN                 165     4      0.1666667      164.66667       5936.89457              0.0              0.0              0.0       70.7920945        172.25424       27.6370506              0.0              0.0       5465.51778              0.0        661.83513       1231.85706        967.28753              0.0              0.0      0.2860997      0.0039370
  NaN                 165     5      0.1666667      164.83333       5753.79122              0.0              0.0              0.0       72.1655490        169.98237       13.4439009              0.0              0.0       5479.38959              0.0        584.23671       1288.60803        894.35752              0.0              0.0      0.0425040   5.9629673E-4
  NaN                 165     6      0.1666667      165.00000       5621.80596              0.0              0.0              0.0       73.3846284        167.78464        5.4183172              0.0              0.0       5502.70449              0.0        544.87051       1339.35971        824.32719              0.0              0.0      0.2817948      0.0040029
  NaN                 166     1      0.1666667      165.16667       5554.52272              0.0              0.0              0.0       74.4844963        111.70352        0.6530620              0.0              0.0       5534.86484              0.0        529.09642       1315.35079        769.29999              0.0              0.0      0.0462906   6.6653233E-4
  NaN                 166     2      0.1666667      165.33333       5496.93788        0.6740367              0.0              0.0       75.5176541        109.67699              0.0              0.0              0.0       5542.14963              0.0        522.43532       1330.67258        727.90136              0.0              0.0      0.2907901      0.0042125
  NaN                 166     3      0.1666667      165.50000       5442.67117        1.4781144              0.0              0.0       76.4926759        107.81206              0.0              0.0              0.0       5547.19181              0.0        517.30095       1343.74977        688.85533              0.0              0.0      0.2753486      0.0040122
  NaN                 166     4      0.1666667      165.66667       5381.96924        1.8819921              0.0              0.0       77.4199061        106.04727              0.0              0.0              0.0       5541.35041              0.0        513.01599       1355.27431        652.09511              0.0              0.0      0.2726859      0.0040015
  NaN                 166     5      0.1666667      165.83333       5311.78268        1.9925837              0.0              0.0       78.2932085        104.37623              0.0              0.0              0.0       5522.15928              0.0        509.38161       1365.41955        617.30832              0.0              0.0      0.2774046      0.0041064
  NaN                 166     6      0.1666667      166.00000       5237.42775        1.8904296              0.0              0.0       79.1232590        102.79320              0.0              0.0              0.0       5495.14937              0.0        506.24295       1374.32705        584.54077              0.0              0.0      0.2613409      0.0039060
  NaN                 167     1      0.1666667      166.16667       5174.81507              0.0              0.0              0.0       79.9045723       47.2898911              0.0              0.0              0.0       5463.38842              0.0        502.89078       1318.89600        559.74652              0.0              0.0      0.3000298      0.0045643
  NaN                 167     2      0.1666667      166.33333       5118.90624              0.0              0.0              0.0       80.6428204       45.8129239              0.0              0.0              0.0       5424.11708              0.0        498.85590       1311.37052        541.87142              0.0              0.0      0.2622586      0.0040281
  NaN                 167     3      0.1666667      166.50000       5060.37451              0.0              0.0              0.0       81.3469567       44.4632590              0.0              0.0              0.0       5381.20284              0.0        494.32232       1303.42143        524.89101              0.0              0.0      0.2634632      0.0040879
  NaN                 167     4      0.1666667      166.66667       5002.87175              0.0              0.0              0.0       82.0175844       43.1836935              0.0              0.0              0.0       5338.68877              0.0        489.43778       1295.50785        508.83009              0.0              0.0      0.2568694      0.0040260
  NaN                 167     5      0.1666667      166.83333       4946.61830              0.0              0.0              0.0       83.0406251       42.3508508              0.0              0.0              0.0       5296.71200              0.0        484.32257       1287.63879        493.65735              0.0              0.0      0.2549390      0.0040357
  NaN                 167     6      0.1666667      167.00000       4891.42067              0.0              0.0              0.0       84.6660550       42.2240352              0.0              0.0              0.0       5255.26125              0.0        479.07603       1279.82114        479.10274              0.0              0.0      0.2438095      0.0038973
  NaN                 168     1      0.1666667      167.16667       4837.52147              0.0              0.0              0.0       86.2068385       42.0987242              0.0              0.0              0.0       5214.32396              0.0        473.77996       1272.04470        465.32770              0.0              0.0      0.2426594      0.0039166
  NaN                 168     2      0.1666667      167.33333       4784.65563              0.0              0.0              0.0       87.6643235       41.9748896              0.0              0.0              0.0       5173.89027              0.0        468.50466       1264.32606        452.24611              0.0              0.0      0.0300818   4.9020129E-4
  NaN                 168     3      0.1666667      167.50000       4733.02145              0.0              0.0              0.0       89.0417768       41.8524869              0.0              0.0              0.0       5133.54917              0.0        463.27930       1256.63836        439.77100              0.0              0.0      0.2496315      0.0041067
  NaN                 168     4      0.1666667      167.66667       4682.05842              0.0              0.0              0.0       90.3395830       41.7314918              0.0              0.0              0.0       5093.44273              0.0        458.04418       1248.94475        427.88864              0.0              0.0      0.2357100      0.0039147
  NaN                 168     5      0.1666667      167.83333       4632.37136              0.0              0.0              0.0       91.5821917       41.6118743              0.0              0.0              0.0       5053.78715              0.0        452.82602       1241.31716        416.80435              0.0              0.0      0.2413134      0.0040454
  NaN                 168     6      0.1666667      168.00000       4583.61676              0.0              0.0              0.0       92.7516706       41.4936055              0.0              0.0              0.0       5014.57423              0.0        447.65506       1233.75817        406.17146              0.0              0.0      0.2322456      0.0039297
  NaN                 169     1      0.1666667      168.16667       4405.96017       20.9430988              0.0              0.0       93.8249291       95.3821640       90.6436765              0.0              0.0       4920.31014              0.0        451.85182       1287.48035        389.22587              0.0              0.0      0.1960389      0.0033352
  NaN                 169     2      0.1666667      168.33333       4287.86423       16.2243372              0.0              0.0       94.8331035       95.3261515       90.6577634              0.0              0.0       4832.34958              0.0        455.16522       1293.25256        367.32867              0.0              0.0      0.2136925      0.0037058
  NaN                 169     3      0.1666667      168.50000       4167.22324       12.8635915              0.0              0.0       95.7704015       95.2193943        102.27989              0.0              0.0       4751.10335              0.0        457.75467       1298.57260        346.69623              0.0              0.0      0.2088944      0.0036883
  NaN                 169     4      0.1666667      168.66667       4061.58623       10.1177464              0.0              0.0       96.6393814       95.1144093        104.44596              0.0              0.0       4673.50469              0.0        459.74997       1303.30795        327.32282              0.0              0.0      0.1698813      0.0030522
  NaN                 169     5      0.1666667      168.83333       3963.37955        7.8666658              0.0              0.0       97.4423771       95.0123441        104.28500              0.0              0.0       4599.30739              0.0        461.25667       1307.55345        309.02636              0.0              0.0      0.1909464      0.0034892
  NaN                 169     6      0.1666667      169.00000       3871.70406        6.0119702              0.0              0.0       98.1920352       94.9130419        104.11788              0.0              0.0       4529.98809              0.0        462.36001       1311.33378        291.87949              0.0              0.0      0.1951594      0.0036240
  NaN                 170     1      0.1666667      169.16667       3683.60191        257.60059              0.0              0.0       98.7202599        148.82101        441.09328              0.0              0.0       4450.38767              0.0        481.76802       1376.15944        260.84331              0.0              0.0      0.1542794      0.0027552
  NaN                 170     2      0.1666667      169.33333       3498.26956        334.97610              0.0              0.0       99.1385920        148.78644        520.37507              0.0              0.0       4310.78163              0.0        499.34070       1404.76599        228.48935              0.0              0.0      0.1749846      0.0031686
  NaN                 170     3      0.1666667      169.50000       3312.78788        335.11489              0.0              0.0       99.5249862        148.70341        522.08187              0.0              0.0       4167.68369              0.0        515.40419       1444.38497        211.70063              0.0              0.0      0.1728960      0.0032145
  NaN                 170     4      0.1666667      169.66667       3137.34074        320.37897              0.0              0.0       99.8160938        148.62427        507.52191              0.0              0.0       4031.38190              0.0        530.30807       1483.80248        197.63616              0.0              0.0      0.1518458      0.0029042
  NaN                 170     5      0.1666667      169.83333       2924.35673        296.73890              0.0              0.0        100.01395        148.54997        533.79789              0.0              0.0       3905.36129              0.0        544.77834       1521.92406        184.54813              0.0              0.0      0.1159906      0.0022833
  NaN                 170     6      0.1666667      170.00000       2608.71493        298.19196              0.0              0.0        100.12964        148.48035        706.02296              0.0              0.0       3794.05141              0.0        559.18754       1558.04467        172.37277              0.0              0.0      0.6281761      0.0126328
  NaN                 171     1      0.1666667      170.16667       2373.01002              0.0              0.0              0.0        100.30453       94.4233561        508.21140              0.0              0.0       3703.75478              0.0        540.80705       1525.44899        167.87090              0.0              0.0      0.1188547      0.0026372
  NaN                 171     2      0.1666667      170.33333       2035.70359       76.2229558              0.0              0.0       99.3867130       94.3293788        846.11571              0.0              0.0       3635.93761              0.0        526.06040       1522.06394        170.26396              0.0              0.0      0.4556604      0.0101189
  NaN                 171     3      0.1666667      170.50000       2018.37560        152.88269              0.0              0.0       97.8333026       94.2974714        888.94667              0.0              0.0       3585.87253              0.0        514.06090       1515.17698        172.85137              0.0              0.0      0.3675989      0.0081325
  NaN                 171     4      0.1666667      170.66667       2261.42387       57.9879831              0.0              0.0       97.1598747       94.2541714        510.58376              0.0              0.0       3548.29202              0.0        504.15799       1508.83301        172.96377              0.0              0.0      0.3445837      0.0078711
  NaN                 171     5      0.1666667      170.83333       2462.22881       17.7719881              0.0              0.0       96.9461221       94.1993472        234.60931              0.0              0.0       3517.15584              0.0        495.87228       1503.74932        172.12573              0.0              0.0      0.4083876      0.0095033
  NaN                 171     6      0.1666667      171.00000       2564.60937              0.0              0.0              0.0       96.9812021       94.1384547       90.3416966              0.0              0.0       3497.80111              0.0        488.84884       1499.28385        170.33155              0.0              0.0      0.0961690      0.0022622
  NaN                 172     1      0.1666667      171.16667       2449.75718       2456.97145              0.0              0.0       96.5648890        850.12540       3041.71573              0.0              0.0       3418.22520              0.0        787.12833       2099.53315        175.61535              0.0              0.0      0.4947671     -0.0064357
  NaN                 172     2      0.1666667      171.33333        583.79891      17150.86651              0.0              0.0       91.5896173        851.48232      19970.79177              0.0              0.0       3501.66833              0.0       1079.38389       2009.77806       72.0133279              0.0              0.0      0.5439617      0.0024010
  NaN                 172     3      0.1666667      171.50000        546.84514      25669.66880              0.0              0.0       88.3095249        852.45718      29135.48809              0.0              0.0       3752.29584              0.0       1340.55929       1987.06057        141.83967              0.0              0.0      0.8825524      0.0027791
  NaN                 172     4      0.1666667      171.66667        453.13164      25390.33431              0.0              0.0       85.2239439        853.40837      29628.13385              0.0              0.0       4091.05290              0.0       1566.21279       1960.71756        225.32432              0.0              0.0      0.8743102      0.0027214
  NaN                 172     5      0.1666667      171.83333        442.66386      25802.78087              0.0              0.0       78.6087279        854.32351      30804.69802              0.0              0.0       4451.34675              0.0       1776.11314       1905.44261        346.16263              0.0              0.0      0.6863060      0.0020653
  NaN                 172     6      0.1666667      172.00000        371.66172      21600.36257              0.0              0.0       74.4783963        856.97675      27564.92379              0.0              0.0       4714.84949              0.0       2176.52292       1818.22085        491.51875              0.0              0.0     10.9457278     -0.0366878
  NaN                 173     1      0.1666667      172.16667       5087.57479       3373.71592              0.0              0.0       73.8544673        428.31772       4259.08138              0.0              0.0       4801.17982              0.0       1686.45757       1375.59252        506.08921              0.0              0.0      0.3429096      0.0031763
  NaN                 173     2      0.1666667      172.33333       5036.01144       1916.71398              0.0              0.0       74.9436615        429.16082       2538.24801              0.0              0.0       4800.36183              0.0       1356.27238       1417.03055        563.43901              0.0              0.0      0.2856444      0.0031507
  NaN                 173     3      0.1666667      172.50000       4883.84748       1114.42461              0.0              0.0       75.9346500        428.96915       1716.81578              0.0              0.0       4787.66728              0.0       1124.35584       1398.27657        619.45222              0.0              0.0      0.0053870   6.6713539E-5
  NaN                 173     4      0.1666667      172.66667       4654.12668        522.50366              0.0              0.0       76.5203184        428.37435        986.63758              0.0              0.0       4766.71698              0.0        970.65124       1511.90369        540.71483              0.0              0.0      0.2272084      0.0031430
  NaN                 173     5      0.1666667      172.83333       4740.86932        171.65312              0.0              0.0       76.5498488        427.68994        567.77979              0.0              0.0       4737.73008              0.0        845.43921       1406.46739        608.92424              0.0              0.0      0.2297439      0.0033828
  NaN                 173     6      0.1666667      173.00000       4395.23344       69.3514555              0.0              0.0       77.5367427        426.87895        407.56398              0.0              0.0       4706.02602              0.0        769.19863       1577.29029        485.95801              0.0              0.0      0.2113979      0.0032737
  NaN                 174     1      0.1666667      173.16667        394.59612      45401.33913              0.0              0.0       71.0393200       2048.59454      52080.41411              0.0              0.0       4727.57730              0.0       3206.04174       3259.58407        426.17604              0.0              0.0      4.0951227     -0.0073379
  NaN                 174     2      0.1666667      173.33333        231.35163      42153.03259              0.0              0.0       61.5872849       2052.87719      54945.68096              0.0              0.0       4885.35551              0.0       8951.18194       3488.90821        670.75175              0.0              0.0     14.3291161      0.0244023
  NaN                 174     3      0.1666667      173.50000        264.46418      34190.72545              0.0              0.0       59.1081392       2055.26953      54141.55063              0.0              0.0       4960.93730              0.0      15835.22695       3522.16759        944.80067              0.0              0.0      0.3306442   5.7020273E-4
  NaN                 174     4      0.1666667      173.66667        288.79905      24248.63010              0.0              0.0       57.6389829       2057.34303      50827.76127              0.0              0.0       5019.13673              0.0      22185.47471       3508.28996       1172.19878              0.0              0.0      0.2940884  -5.3780943E-4
  NaN                 174     5      0.1666667      173.83333        299.58502      17293.86597              0.0              0.0       56.3282604       2059.35457      49246.70222              0.0              0.0       5033.65031              0.0      27407.96026       3499.20920       1335.57638              0.0              0.0     28.5827857     -0.0538119
  NaN                 174     6      0.1666667      174.00000        305.28339      12509.80320              0.0              0.0       54.9401114       2061.70703      48571.93412              0.0              0.0       5038.34477              0.0      31404.22592       3509.84209       1415.54062              0.0              0.0     12.3781805      0.0236063
  NaN                 175     1      0.1666667      174.16667      26838.87722        384.80848              0.0              0.0       58.2721094       1036.13846       94.4387194              0.0              0.0       5042.46307              0.0      21413.60170       2255.17696       1369.47137              0.0              0.0      0.2819174   9.6393141E-4
  NaN                 175     2      0.1666667      174.33333      20458.57704        142.41280              0.0              0.0       63.6252490       1034.81710       77.0427385              0.0              0.0       5044.43090              0.0      15216.84459       2075.60782       1236.18410              0.0              0.0      0.1633596   7.2044667E-4
  NaN                 175     3      0.1666667      174.50000      16300.62632       66.3015543              0.0              0.0       65.0037836       1034.38029       60.9078095              0.0              0.0       5063.07369              0.0      11128.69585       2032.97811       1166.21096              0.0              0.0      0.8536862      0.0046247
  NaN                 175     4      0.1666667      174.66667      13378.06379       35.3236516              0.0              0.0       65.6868625       1033.74333       31.5095627              0.0              0.0       5110.88314              0.0       8321.89063       2063.44596       1036.15387              0.0              0.0      0.7115458      0.0045793
  NaN                 175     5      0.1666667      174.83333      11416.29127       57.4712223              0.0              0.0       66.1277844       1033.01643       44.8399651              0.0              0.0       5147.60029              0.0       6311.71643       2033.31192       1038.21322              0.0              0.0     27.4466523     -0.2021958
  NaN                 175     6      0.1666667      175.00000       9835.67043       43.9336875              0.0              0.0       66.7180159       1032.24321       34.0316330              0.0              0.0       5166.32455              0.0       4848.28888       2089.57396        934.68097              0.0              0.0      0.5227479      0.0043469
  NaN                 176     1      0.1666667      175.16667       8774.87297              0.0              0.0              0.0       68.4156658        545.29798       15.0290928              0.0              0.0       5179.09455              0.0       3752.38924       1550.08519        930.91596              0.0              0.0      0.7051839      0.0067754
  NaN                 176     2      0.1666667      175.33333       7952.47865              0.0              0.0              0.0       71.2744558        543.65330        2.7868124              0.0              0.0       5182.10891              0.0       2924.35690       1579.98456        955.99023              0.0              0.0      0.4151443      0.0043216
  NaN                 176     3      0.1666667      175.50000       7215.65843              0.0              0.0              0.0       72.6798966        542.44654              0.0              0.0              0.0       5189.63856              0.0       2292.35951       1644.52638        908.02940              0.0              0.0      0.3906935      0.0043738
  NaN                 176     4      0.1666667      175.66667       6821.71423        0.3082792              0.0              0.0       73.1670206        541.29035              0.0              0.0              0.0       5202.11320              0.0       1791.22844       1574.41244        934.01044              0.0              0.0      0.3429918      0.0040499
  NaN                 176     5      0.1666667      175.83333       6403.43616        0.0069576              0.0              0.0       73.9324355        540.13035              0.0              0.0              0.0       5221.98529              0.0       1403.07948       1589.96903        901.81159              0.0              0.0      0.3239627      0.0040158
  NaN                 176     6      0.1666667      176.00000       6027.72682              0.0              0.0              0.0       74.8169374        538.93770              0.0              0.0              0.0       5254.39305              0.0       1109.05751       1643.26382        843.11656              0.0              0.0      0.3027538      0.0039087
  NaN                 177     1      0.1666667      176.16667       5774.82975              0.0              0.0              0.0       75.8603766        321.67782              0.0              0.0              0.0       5292.06144              0.0        889.80563       1456.28138        803.02520              0.0              0.0      0.4014132      0.0054937
  NaN                 177     2      0.1666667      176.33333       5401.57641              0.0              0.0              0.0       78.6480710        320.01680              0.0              0.0              0.0       5330.87796              0.0        745.44913       1620.81800        704.40682              0.0              0.0      0.2917735      0.0041090
  NaN                 177     3      0.1666667      176.50000       5870.30111        1.5294534              0.0              0.0       77.2125640        318.86000              0.0              0.0              0.0       5376.67369              0.0        619.07352       1267.78551        898.87342              0.0              0.0      0.2890885      0.0040067
  NaN                 177     4      0.1666667      176.66667       5491.34877              0.0              0.0              0.0       79.3700166        317.59998              0.0              0.0              0.0       5387.04112              0.0        557.13382       1457.73557        766.63810              0.0              0.0      0.0413416   5.8820530E-4
  NaN                 177     5      0.1666667      176.83333       5138.62569       16.2616510              0.0              0.0       81.2539962        316.27639              0.0              0.0              0.0       5359.74658              0.0        538.25682       1636.96502        626.04484              0.0              0.0      0.2584259      0.0037689
  NaN                 177     6      0.1666667      177.00000       5464.72577        1.6994971              0.0              0.0       79.8983078        315.22101              0.0              0.0              0.0       5319.23430              0.0        512.06811       1367.37486        763.73505              0.0              0.0      0.0409766   5.9283456E-4
  NaN                 178     1      0.1666667      177.16667       5389.92908              0.0              0.0              0.0       80.7296373        152.16866              0.0              0.0              0.0       5274.64991              0.0        492.16283       1200.47352        751.78907              0.0              0.0      0.3617685      0.0054230
  NaN                 178     2      0.1666667      177.33333       5240.51174              0.0              0.0              0.0       83.3021892        151.48681              0.0              0.0              0.0       5230.48954              0.0        478.89348       1255.05262        717.72685              0.0              0.0      0.2698746      0.0041022
  NaN                 178     3      0.1666667      177.50000       5085.75686              0.0              0.0              0.0       85.4734590        151.33264              0.0              0.0              0.0       5187.33225              0.0        470.58737       1304.33621        666.05381              0.0              0.0      0.2604616      0.0040223
  NaN                 178     4      0.1666667      177.66667       4937.89127              0.0              0.0              0.0       87.3102787        151.18703              0.0              0.0              0.0       5145.17817              0.0        466.03073       1349.49975        612.05218              0.0              0.0      0.2531885      0.0039718
  NaN                 178     5      0.1666667      177.83333       4805.43256        6.6613813              0.0              0.0       88.9502447        151.04583              0.0              0.0              0.0       5103.99934              0.0        464.28352       1390.81873        558.96576              0.0              0.0      0.2457063      0.0039094
  NaN                 178     6      0.1666667      178.00000       4679.89231       12.3372656              0.0              0.0       90.4036734        150.90871              0.0              0.0              0.0       5063.76548              0.0        464.64001       1428.69490        507.09789              0.0              0.0      0.2415231      0.0038962
  NaN                 179     1      0.1666667      178.16667       4583.75351       12.9664456              0.0              0.0       91.7485255       96.7712767              0.0              0.0              0.0       5024.28909              0.0        465.60657       1393.63232        469.23930              0.0              0.0      0.2616735      0.0043116
  NaN                 179     2      0.1666667      178.33333       4510.21029       10.0950002              0.0              0.0       93.0181899       96.5843051              0.0              0.0              0.0       4985.44959              0.0        466.13827       1399.16606        443.96249              0.0              0.0      0.1648863      0.0027470
  NaN                 179     3      0.1666667      178.50000       4440.40799        7.7047575              0.0              0.0       94.2161442       96.4536619              0.0              0.0              0.0       4947.66560              0.0        466.30855       1403.52972        419.78192              0.0              0.0      0.2393615      0.0040310
  NaN                 179     4      0.1666667      178.66667       4373.27105        5.7029570              0.0              0.0       95.3522482       96.3265732              0.0              0.0              0.0       4910.44169              0.0        466.17738       1407.25734        397.00275              0.0              0.0      0.2292990      0.0039025
  NaN                 179     5      0.1666667      178.83333       4308.53901        4.0164787              0.0              0.0       96.4253913       96.2016564              0.0              0.0              0.0       4873.76049              0.0        465.79368       1410.40768        375.39285              0.0              0.0      0.2069268      0.0035583
  NaN                 179     6      0.1666667      179.00000       4245.97763        2.5861851              0.0              0.0       97.4337097       96.0788063              0.0              0.0              0.0       4837.60630              0.0        465.19723       1413.02310        354.74974              0.0              0.0      0.2161639      0.0037552
  NaN                 180     1      0.1666667      179.16667       4185.60710        1.3650555              0.0              0.0       98.3883738       95.9579536              0.0              0.0              0.0       4801.96288              0.0        464.42060       1415.14557        335.21947              0.0              0.0      0.2150759      0.0037739
  NaN                 180     2      0.1666667      179.33333       4127.44337        0.3106544              0.0              0.0       99.3000274       95.8390322              0.0              0.0              0.0       4766.81364              0.0        463.48925       1416.79416        316.85420              0.0              0.0      0.2307783      0.0040893
  NaN                 180     3      0.1666667      179.50000       4071.54969              0.0              0.0              0.0        100.15793       95.7219818              0.0              0.0              0.0       4732.14613              0.0        462.42761       1418.06041        299.21298              0.0              0.0      0.2593381      0.0046396
  NaN                 180     4      0.1666667      179.66667       4017.74613              0.0              0.0              0.0        100.96454       95.6067430              0.0              0.0              0.0       4697.94595              0.0        461.25285       1418.92671        282.62767              0.0              0.0      0.2041593      0.0036868
  NaN                 180     5      0.1666667      179.83333       3965.60496              0.0              0.0              0.0        101.73522       95.4932598              0.0              0.0              0.0       4664.19962              0.0        459.98047       1419.44207        266.90563              0.0              0.0      0.2032719      0.0037048
  NaN                 180     6      0.1666667      180.00000       3915.07425              0.0              0.0              0.0        102.47133       95.3814789              0.0              0.0              0.0       4630.89404              0.0        458.62362       1419.63729        251.96576              0.0              0.0      0.3179687      0.0058482
  NaN                 181     1      0.1666667      180.16667        737.22182      16114.26332              0.0              0.0       98.0516976       1391.80075      19296.43025              0.0              0.0       4102.56393              0.0        994.44055       2627.02780        154.45375              0.0              0.0      1.2092655      0.0053136
  NaN                 181     2      0.1666667      180.33333        556.32475      48194.64017              0.0              0.0       89.2784707       1394.96047      52490.36440              0.0              0.0       4376.06106              0.0       1587.67109       2730.71805        289.91273              0.0              0.0     23.4401537      0.0419661
  NaN                 181     3      0.1666667      180.50000        305.87864      36252.40223              0.0              0.0       71.0028604       1396.31535      42909.72799              0.0              0.0       4720.94197              0.0       3111.63328       2646.33071        451.35197              0.0              0.0      0.2954147   6.4314562E-4
  NaN                 181     4      0.1666667      180.66667        201.41207      31244.20241              0.0              0.0       63.7200621       1409.81944      41473.51933              0.0              0.0       4765.12285              0.0       6212.21422       2526.51204        633.34953              0.0              0.0      0.4550510      0.0010280
  NaN                 181     5      0.1666667      180.83333        146.29773      30627.70540              0.0              0.0       56.7972473       1422.31340      45045.41660              0.0              0.0       4826.31840              0.0       9989.50863       2445.69578        790.30606              0.0              0.0     38.0554680      0.0798224
  NaN                 181     6      0.1666667      181.00000        116.90599      27981.57590              0.0              0.0       50.1634449       1433.87653      46507.29289              0.0              0.0       4940.63392              0.0      13703.59339       2391.85537       1011.15909              0.0              0.0      4.6211446     -0.0094177
