         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           GHB_IN          GHB_OUT      UZF_RECH_IN     UZF_RECH_OUT     UZF_GW_ET_IN    UZF_GW_ET_OUT      UZF_LEAK_IN     UZF_LEAK_OUT           SWR_IN          SWR_OUT      SWR_GWET_IN     SWR_GWET_OUT         IN_OUT  PERCENT_ERROR
  NaN                  43     6      0.1666667     43.0000000       4150.44430              0.0              0.0              0.0        102.65840       38.9075910              0.0              0.0              0.0       4605.77734              0.0        333.86665       1035.52651        309.86883              0.0              0.0      0.2087958      0.0039481
  NaN                  44     1      0.1666667     43.1666667       4110.73559              0.0              0.0              0.0        103.11634       38.8173347              0.0              0.0              0.0       4570.00894              0.0        330.17608       1031.25257        305.90195              0.0              0.0      0.2002000      0.0038170
  NaN                  44     2      0.1666667     43.3333333       4071.46201              0.0              0.0              0.0        103.54416       38.7279616              0.0              0.0              0.0       4534.58440              0.0        326.49223       1026.98344        301.95239              0.0              0.0      0.2326375      0.0044722
  NaN                  44     3      0.1666667     43.5000000       4032.76865              0.0              0.0              0.0        103.95168       38.6394576              0.0              0.0              0.0       4499.49864              0.0        322.81585       1022.72113        298.27875              0.0              0.0      0.2087617      0.0040463
  NaN                  44     4      0.1666667     43.6666667       3994.86819              0.0              0.0              0.0        104.35541       38.5518086              0.0              0.0              0.0       4464.74473              0.0        319.14732       1018.46083        295.04596              0.0              0.0      0.1946117      0.0038028
  NaN                  44     5      0.1666667     43.8333333       3957.38583              0.0              0.0              0.0        104.73694       38.4650015              0.0              0.0              0.0       4430.31897              0.0        315.48768       1014.21779        291.86500              0.0              0.0      0.2039088      0.0040169
  NaN                  44     6      0.1666667     44.0000000       3920.41382              0.0              0.0              0.0        105.10164       38.3790234              0.0              0.0              0.0       4396.21688              0.0        311.83758       1009.98635        288.86744              0.0              0.0      0.2008839      0.0039894
  NaN                  45     1      0.1666667     44.1666667       3883.98131              0.0              0.0              0.0        105.45358       38.2938618              0.0              0.0              0.0       4362.43373              0.0        308.19760       1005.76812        286.07892              0.0              0.0      0.1988884      0.0039817
  NaN                  45     2      0.1666667     44.3333333       3848.03473              0.0              0.0              0.0        105.79131       38.2095044              0.0              0.0              0.0       4328.96525              0.0        304.56831       1001.56368        283.44718              0.0              0.0      0.1994790      0.0040256
  NaN                  45     3      0.1666667     44.5000000       3812.47426              0.0              0.0              0.0        106.10934       38.1259393              0.0              0.0              0.0       4295.80805              0.0        300.95015        997.37283        280.86811              0.0              0.0      0.2041654      0.0041532
  NaN                  45     4      0.1666667     44.6666667       3777.65033              0.0              0.0              0.0        106.43268       38.0431553              0.0              0.0              0.0       4262.95569              0.0        297.34392        993.20049        278.70821              0.0              0.0      0.2325261      0.0047676
  NaN                  45     5      0.1666667     44.8333333       3743.50766              0.0              0.0              0.0        106.76983       37.9611410              0.0              0.0              0.0       4230.40222              0.0        293.74981        989.04698        276.94170              0.0              0.0      0.2695969      0.0055711
  NaN                  45     6      0.1666667     45.0000000       3709.25348              0.0              0.0              0.0        107.04923       37.8798855              0.0              0.0              0.0       4198.14852              0.0        290.16838        984.90988        274.90476              0.0              0.0      0.1110456      0.0023129
  NaN                  46     1      0.1666667     45.1666667       3675.75319              0.0              0.0              0.0        107.34167       37.7993782              0.0              0.0              0.0       4166.18807              0.0        286.59998        980.78903        273.03620              0.0              0.0      0.2602641      0.0054634
  NaN                  46     2      0.1666667     45.3333333       3642.80416              0.0              0.0              0.0        107.64652       37.7196088              0.0              0.0              0.0       4134.51603              0.0        283.04507        976.68885        271.65982              0.0              0.0      0.1989988      0.0042098
  NaN                  46     3      0.1666667     45.5000000       3610.13015              0.0              0.0              0.0        107.92599       37.6405672              0.0              0.0              0.0       4103.12995              0.0        279.50392        972.60540        270.17953              0.0              0.0      0.2075865      0.0044256
  NaN                  46     4      0.1666667     45.6666667       3577.70852              0.0              0.0              0.0        108.19280       37.5622437              0.0              0.0              0.0       4072.02763              0.0        275.97689        968.54264        268.57623              0.0              0.0      0.3009527      0.0064661
  NaN                  46     5      0.1666667     45.8333333       3545.72196              0.0              0.0              0.0        108.45276       37.4846286              0.0              0.0              0.0       4041.20527              0.0        272.46436        964.49988        267.35537              0.0              0.0      0.1649738      0.0035720
  NaN                  46     6      0.1666667     46.0000000       3514.09641              0.0              0.0              0.0        108.70483       37.4077127              0.0              0.0              0.0       4010.65970              0.0        268.96659        960.47689        266.08126              0.0              0.0      0.1628629      0.0035535
  NaN                  47     1      0.1666667     46.1666667       3168.09187        273.24397              0.0              0.0        108.75326        253.35315        333.44659              0.0              0.0       3790.92147              0.0        320.37728       1237.53094        209.86709              0.0              0.0      0.0597043      0.0012316
  NaN                  47     2      0.1666667     46.3333333       2773.60111        247.97997              0.0              0.0        108.51370        253.51742        331.88894              0.0              0.0       3585.61071              0.0        370.87749       1373.55189        128.73852              0.0              0.0      0.8315367      0.0181276
  NaN                  47     3      0.1666667     46.5000000       2455.44178        275.03110              0.0              0.0        108.36097        253.47588        330.48188              0.0              0.0       3393.47210              0.0        419.67127       1547.23642       99.1555087              0.0              0.0      0.7151837      0.0161035
  NaN                  47     4      0.1666667     46.6666667       2227.34374        745.17126              0.0              0.0        108.20032        253.43963        725.01555              0.0              0.0       3221.06982              0.0        466.33467       1724.20791       98.6316454              0.0              0.0      0.1204839      0.0025181
  NaN                  47     5      0.1666667     46.8333333       2068.42558        920.10152              0.0              0.0        107.98448        253.41280        777.20959              0.0              0.0       3061.06231              0.0        510.66677       1890.14736       98.3887499              0.0              0.0      0.1348634      0.0027843
  NaN                  47     6      0.1666667     47.0000000       1931.39412       1171.63974              0.0              0.0        107.70974        253.39505        909.31750              0.0              0.0       2915.85284              0.0        552.61999       2043.55608       98.3440593              0.0              0.0      0.1257543      0.0025192
  NaN                  48     1      0.1666667     47.1666667       1798.30447       1125.21388              0.0              0.0        107.52597        145.37652        775.90945              0.0              0.0       2790.94358              0.0        523.53348       2004.31054        100.83992              0.0              0.0      0.1430420      0.0030526
  NaN                  48     2      0.1666667     47.3333333       1424.89491       1531.59977              0.0              0.0        107.30832        145.27748       1438.17127              0.0              0.0       2694.95629              0.0        502.11355       2007.23528        103.20296              0.0              0.0      0.4597189      0.0092362
  NaN                  48     3      0.1666667     47.5000000       1028.20746       1924.57531              0.0              0.0        107.01497        145.35155       2172.65040              0.0              0.0       2653.80044              0.0        486.32173       2007.33740        104.77901              0.0              0.0      0.3822054      0.0071910
  NaN                  48     4      0.1666667     47.6666667        921.71287       1312.04015              0.0              0.0        106.54962        145.42158       1647.02177              0.0              0.0       2640.40330              0.0        474.71490       2003.92327        106.32472              0.0              0.0      0.3028938      0.0064734
  NaN                  48     5      0.1666667     47.8333333        991.69502        759.43093              0.0              0.0        105.64759        145.45704       1019.54030              0.0              0.0       2641.92633              0.0        466.26845       2005.22096        108.74725              0.0              0.0      0.2738660      0.0066441
  NaN                  48     6      0.1666667     48.0000000       1273.38792        623.90486              0.0              0.0        105.08454        145.47285        598.45122              0.0              0.0       2645.35891              0.0        460.23210       2008.73983        110.47551              0.0              0.0      0.2192875      0.0055021
  NaN                  49     1      0.1666667     48.1666667       1386.97464        544.18532              0.0              0.0        104.65399       91.4580315        406.63708              0.0              0.0       2619.86858              0.0        463.48913       1932.16500        111.02582              0.0              0.0      0.4038372      0.0105434
  NaN                  49     2      0.1666667     48.3333333       1467.40619        453.42476              0.0              0.0        104.28931       91.4144167        248.33981              0.0              0.0       2590.04063              0.0        465.14432       1890.72543        110.44968              0.0              0.0      0.2869329      0.0077328
  NaN                  49     3      0.1666667     48.5000000       1536.44300        373.14015              0.0              0.0        103.97465       91.4031089        155.73853              0.0              0.0       2609.39582              0.0        465.58063       1852.82000        109.10494              0.0              0.0      0.3515311      0.0096342
  NaN                  49     4      0.1666667     48.6666667       1581.14413        312.92520              0.0              0.0        103.75057       91.3890647       98.8137598              0.0              0.0       2623.91655              0.0        465.09171       1818.12880        108.12211              0.0              0.0      0.3926332      0.0109015
  NaN                  49     5      0.1666667     48.8333333       1626.48141        267.82668              0.0              0.0        103.63386       91.3720492       68.9882089              0.0              0.0       2653.99423              0.0        463.91552       1786.09100        107.71157              0.0              0.0      0.3744207      0.0104441
  NaN                  49     6      0.1666667     49.0000000       1701.59440        256.40734              0.0              0.0        103.60640       91.3515985       98.3222842              0.0              0.0       2741.16102              0.0        462.24332       1755.35660        107.23948              0.0              0.0      0.4769326      0.0130358
  NaN                  50     1      0.1666667     49.1666667       1807.55429        199.81575              0.0              0.0        103.71355       37.3242045       50.2848052              0.0              0.0       2822.89424              0.0        451.54309       1657.34316        107.20953              0.0              0.0      0.1090004      0.0030120
  NaN                  50     2      0.1666667     49.3333333       1911.12377        133.02496              0.0              0.0        103.94206       37.2408301       36.1784389              0.0              0.0       2935.88718              0.0        441.60115       1604.10738        107.00472              0.0              0.0      0.5928098      0.0162189
  NaN                  50     3      0.1666667     49.5000000       2080.87162       53.8311073              0.0              0.0        104.25773       37.2051379       14.4921124              0.0              0.0       3124.00777              0.0        432.29666       1554.66016        106.24980              0.0              0.0      0.6911370      0.0184110
  NaN                  50     4      0.1666667     49.6666667       2219.87935       15.9664182              0.0              0.0        104.59018       37.1654297        4.9092781              0.0              0.0       3255.21944              0.0        423.53353       1508.68956        105.43378              0.0              0.0      0.7497710      0.0195370
  NaN                  50     5      0.1666667     49.8333333       2311.42283        6.0496316              0.0              0.0        104.91318       37.1214736        9.2659690              0.0              0.0       3327.51681              0.0        415.23665       1465.70577        104.58631              0.0              0.0      0.7968890      0.0204808
  NaN                  50     6      0.1666667     50.0000000       2381.59794              0.0              0.0              0.0        105.23337       37.0742047        4.2093979              0.0              0.0       3368.11334              0.0        407.34578       1426.01844        103.71059              0.0              0.0      0.8152344      0.0208146
  NaN                  51     1      0.1666667     50.1666667       2433.25060              0.0              0.0              0.0        105.56486       37.0250179        1.5452882              0.0              0.0       3388.91056              0.0        399.81122       1389.04304        102.81973              0.0              0.0      0.8372560      0.0213097
  NaN                  51     2      0.1666667     50.3333333       2489.20002              0.0              0.0              0.0        105.92169       36.9741442        0.0869508              0.0              0.0       3417.39924              0.0        392.59150       1354.59652        102.00872              0.0              0.0      0.8315874      0.0210561
  NaN                  51     3      0.1666667     50.5000000       2546.33210              0.0              0.0              0.0        106.30911       36.9218545              0.0              0.0              0.0       3450.45143              0.0        385.65078       1322.35669        101.09457              0.0              0.0      0.8792633      0.0221223
  NaN                  51     4      0.1666667     50.6666667       2620.33701              0.0              0.0              0.0        106.73006       36.8677923              0.0              0.0              0.0       3502.59107              0.0        378.95877       1292.18957       99.9151538              0.0              0.0      0.9238366      0.0229879
  NaN                  51     5      0.1666667     50.8333333       2703.79706              0.0              0.0              0.0        107.19704       36.8117226              0.0              0.0              0.0       3566.21875              0.0        372.49014       1264.00558       98.5241965              0.0              0.0      0.9548661      0.0234350
  NaN                  51     6      0.1666667     51.0000000       2740.86442              0.0              0.0              0.0        107.67341       36.7543560              0.0              0.0              0.0       3585.14573              0.0        366.22433       1237.67588       97.1463152              0.0              0.0      0.9429809      0.0230798
  NaN                  52     1      0.1666667     51.1666667       2746.60443              0.0              0.0              0.0        108.14184       36.6962697              0.0              0.0              0.0       3574.04559              0.0        360.14372       1213.04394       95.9799624              0.0              0.0      0.9246691      0.0227341
  NaN                  52     2      0.1666667     51.3333333       2744.35724              0.0              0.0              0.0        108.60055       36.6378003              0.0              0.0              0.0       3556.06984              0.0        354.23320       1190.60540       95.6824422              0.0              0.0      0.9399079      0.0232472
  NaN                  52     3      0.1666667     51.5000000       2735.63425              0.0              0.0              0.0        109.05422       36.5793152              0.0              0.0              0.0       3532.43221              0.0        348.47938       1171.94305       98.1960297              0.0              0.0      0.9445882      0.0235197
  NaN                  52     4      0.1666667     51.6666667       2725.94814              0.0              0.0              0.0        109.48482       36.5208600              0.0              0.0              0.0       3508.84568              0.0        342.87041       1154.17972        100.44784              0.0              0.0      0.9278885      0.0232603
  NaN                  52     5      0.1666667     51.8333333       2715.74742              0.0              0.0              0.0        109.91866       36.4624618              0.0              0.0              0.0       3485.34447              0.0        337.39637       1137.27020        102.83695              0.0              0.0      0.8960241      0.0226127
  NaN                  52     6      0.1666667     52.0000000       2704.94144              0.0              0.0              0.0        110.34917       36.4041449              0.0              0.0              0.0       3461.93419              0.0        332.04818       1121.15230        105.16826              0.0              0.0      0.8881334      0.0225644
  NaN                  53     1      0.1666667     52.1666667       2693.45870              0.0              0.0              0.0        110.76860       36.3459320              0.0              0.0              0.0       3438.62098              0.0        326.81776       1105.77343        107.30360              0.0              0.0      0.9124594      0.0233393
  NaN                  53     2      0.1666667     52.3333333       2681.26060              0.0              0.0              0.0        111.16980       36.2878437              0.0              0.0              0.0       3415.41134              0.0        321.69788       1092.55686        110.67211              0.0              0.0      0.9180831      0.0236344
  NaN                  53     3      0.1666667     52.5000000       2668.58531              0.0              0.0              0.0        111.56336       36.2298992              0.0              0.0              0.0       3392.30969              0.0        316.68178       1080.75100        114.75422              0.0              0.0      0.9240769      0.0239371
  NaN                  53     4      0.1666667     52.6666667       2655.41705              0.0              0.0              0.0        111.94702       36.1721161              0.0              0.0              0.0       3369.32051              0.0        311.76366       1069.44694        118.65190              0.0              0.0      0.9028191      0.0235332
  NaN                  53     5      0.1666667     52.8333333       2641.83527              0.0              0.0              0.0        112.32383       36.1145109              0.0              0.0              0.0       3346.44761              0.0        306.93798       1058.60438        122.35813              0.0              0.0      0.9052529      0.0237455
  NaN                  53     6      0.1666667     53.0000000       2627.82556              0.0              0.0              0.0        112.69018       36.0570985              0.0              0.0              0.0       3323.69489              0.0        302.19988       1048.19789        125.85745              0.0              0.0      0.9043117      0.0238714
  NaN                  54     1      0.1666667     53.1666667       2613.57753              0.0              0.0              0.0        113.05667       35.9998927              0.0              0.0              0.0       3301.06461              0.0        297.54459       1039.08901        130.21111              0.0              0.0      0.9030220      0.0239829
  NaN                  54     2      0.1666667     53.3333333       2598.92320              0.0              0.0              0.0        113.40797       35.9429059              0.0              0.0              0.0       3278.56046              0.0        292.96767       1031.20257        135.23935              0.0              0.0      0.8233494      0.0219963
  NaN                  54     3      0.1666667     53.5000000       2584.09241              0.0              0.0              0.0        113.76340       35.8861501              0.0              0.0              0.0       3256.18411              0.0        288.46570       1023.60539        140.04138              0.0              0.0      0.8838716      0.0237535
  NaN                  54     4      0.1666667     53.6666667       2569.14091              0.0              0.0              0.0        114.12072       35.8296359              0.0              0.0              0.0       3233.93675              0.0        284.03486       1016.26792        144.89761              0.0              0.0      0.8306875      0.0224564
  NaN                  54     5      0.1666667     53.8333333       2553.94936              0.0              0.0              0.0        114.47591       35.7733730              0.0              0.0              0.0       3211.82059              0.0        279.67190       1009.17780        149.45380              0.0              0.0      0.8834161      0.0240244
  NaN                  54     6      0.1666667     54.0000000       2538.51348              0.0              0.0              0.0        114.82306       35.7173703              0.0              0.0              0.0       3189.83787              0.0        275.37362       1002.31598        153.88015              0.0              0.0      0.8435133      0.0230769
  NaN                  55     1      0.1666667     54.1666667       2522.85783              0.0              0.0              0.0        115.16532       35.6616362              0.0              0.0              0.0       3167.99060              0.0        271.13730        995.67203        158.01315              0.0              0.0      0.8924903      0.0245645
  NaN                  55     2      0.1666667     54.3333333       2506.97216              0.0              0.0              0.0        115.49710       35.6061778              0.0              0.0              0.0       3146.28091              0.0        266.96025        989.23011        162.00598              0.0              0.0      0.8460519      0.0234281
  NaN                  55     3      0.1666667     54.5000000       2491.13997              0.0              0.0              0.0        115.83767       35.5510021              0.0              0.0              0.0       3124.70842              0.0        262.83999        982.97628        166.02782              0.0              0.0      0.8266844      0.0230304
  NaN                  55     4      0.1666667     54.6666667       2475.25749              0.0              0.0              0.0        116.18068       35.4961148              0.0              0.0              0.0       3103.27366              0.0        258.77385        976.89186        169.93351              0.0              0.0      0.8528767      0.0239041
  NaN                  55     5      0.1666667     54.8333333       2459.26171              0.0              0.0              0.0        116.51976       35.4415208              0.0              0.0              0.0       3081.97773              0.0        254.75934        970.96415        173.72247              0.0              0.0      0.8445551      0.0238149
  NaN                  55     6      0.1666667     55.0000000       2443.21207              0.0              0.0              0.0        116.85896       35.3872252              0.0              0.0              0.0       3060.82117              0.0        250.79457        965.19239        177.42301              0.0              0.0      0.8374520      0.0237585
  NaN                  56     1      0.1666667     55.1666667       2427.10789              0.0              0.0              0.0        117.19730       35.3332324              0.0              0.0              0.0       3039.80452              0.0        246.87775        959.56664        181.03178              0.0              0.0      0.8245605      0.0235356
  NaN                  56     2      0.1666667     55.3333333       2410.88543              0.0              0.0              0.0        117.53379       35.2795468              0.0              0.0              0.0       3018.92885              0.0        243.00760        954.08671        184.45080              0.0              0.0      0.8391387      0.0240987
  NaN                  56     3      0.1666667     55.5000000       2394.59681              0.0              0.0              0.0        117.86137       35.2261708              0.0              0.0              0.0       2998.19486              0.0        239.18146        948.71103        187.74544              0.0              0.0      0.8212903      0.0237315
  NaN                  56     4      0.1666667     55.6666667       2378.28736              0.0              0.0              0.0        118.18952       35.1731082              0.0              0.0              0.0       2977.60276              0.0        235.39854        943.47108        190.96027              0.0              0.0      0.8132896      0.0236453
  NaN                  56     5      0.1666667     55.8333333       2361.86721              0.0              0.0              0.0        118.50994       35.1203617              0.0              0.0              0.0       2957.15356              0.0        231.65754        938.34653        193.97446              0.0              0.0      0.8177525      0.0239227
  NaN                  56     6      0.1666667     56.0000000       2345.38950              0.0              0.0              0.0        118.82473       35.0679336              0.0              0.0              0.0       2936.84783              0.0        227.95706        933.32643        196.84190              0.0              0.0      0.8259301      0.0243126
  NaN                  57     1      0.1666667     56.1666667       1044.28894       9297.86994              0.0              0.0        112.59569       2465.12029       9092.99547              0.0              0.0       2092.96083              0.0       1044.53334       4653.93575        2.7540253              0.0              0.0      0.5774202      0.0038744
  NaN                  57     2      0.1666667     56.3333333        224.91665      62983.00156              0.0              0.0       47.6618828       2504.70707      64511.92055              0.0              0.0       1886.21249              0.0       2059.19509       4649.23949              0.0              0.0              0.0      0.6223582   8.9633794E-4
  NaN                  57     3      0.1666667     56.5000000              0.0     156608.15550              0.0              0.0       18.6488409       2549.82703     161495.43702              0.0              0.0       2786.87524              0.0       3433.44251       4036.25686        210.81230              0.0              0.0     38.7698530     -0.0234160
  NaN                  57     4      0.1666667     56.6666667              0.0     156454.32961              0.0              0.0        4.4622554       2574.55739     166114.27417              0.0              0.0       4442.17841              0.0       5718.48586       3610.51813        538.72802              0.0              0.0      0.9752622   5.7460044E-4
  NaN                  57     5      0.1666667     56.8333333              0.0     114434.84243              0.0              0.0              0.0       2595.18036     132493.22348              0.0              0.0       5829.49516              0.0      12050.47804       3495.40752       1066.03857              0.0              0.0     12.5964442      0.0092633
  NaN                  57     6      0.1666667     57.0000000              0.0      81863.06759              0.0              0.0              0.0       2611.02267     112918.89275              0.0              0.0       6463.20036              0.0      23991.17525       3454.72829       1451.31988              0.0              0.0      6.1647185     -0.0052972
  NaN                  58     1      0.1666667     57.1666667      23707.38039       2841.09898              0.0              0.0        1.4408459       1396.89494       3309.91507              0.0              0.0       6675.14794              0.0      16757.96160       2134.89177       1456.30347              0.0              0.0     26.2211546      0.0899818
  NaN                  58     2      0.1666667     57.3333333      19331.19713              0.0              0.0              0.0       13.3275458       1384.90115        189.79475              0.0              0.0       6688.72040              0.0      12088.17544       2035.65408       1407.16849              0.0              0.0      1.0080326      0.0046734
  NaN                  58     3      0.1666667     57.5000000      16237.67621              0.0              0.0              0.0       18.8606281       1376.85255       33.8224570              0.0              0.0       6676.63187              0.0       8917.48860       2041.92811       1360.58698              0.0              0.0      0.7274084      0.0039680
  NaN                  58     4      0.1666667     57.6666667      13809.98844              0.0              0.0              0.0       22.7462983       1370.52999       21.0038903              0.0              0.0       6665.06963              0.0       6694.61167       2073.16113       1195.99179              0.0              0.0      0.6966790      0.0043743
  NaN                  58     5      0.1666667     57.8333333      12052.53304              0.0              0.0              0.0       25.7882162       1365.30720        4.3766751              0.0              0.0       6658.61286              0.0       5089.39586       2135.28314       1104.66472              0.0              0.0   4.4787943E-4   3.1500916E-6
  NaN                  58     6      0.1666667     58.0000000      10769.90394     1.5548135E-5              0.0              0.0       28.2684311       1360.81283              0.0              0.0              0.0       6646.26961              0.0       3898.12700       2178.84878       1051.48376              0.0              0.0     20.3279381      0.1567684
  NaN                  59     1      0.1666667     58.1666667       9927.48203              0.0              0.0              0.0       32.4697483        708.54096              0.0              0.0              0.0       6631.98037              0.0       2987.21017       1489.48076       1120.84066              0.0              0.0      0.8603927      0.0075150
  NaN                  59     2      0.1666667     58.3333333       9225.61074              0.0              0.0              0.0       37.6917166        703.60942              0.0              0.0              0.0       6618.05483              0.0       2298.12661       1534.39451       1177.41975              0.0              0.0      0.4863572      0.0045044
  NaN                  59     3      0.1666667     58.5000000       8659.39190              0.0              0.0              0.0       40.7633580        699.47523              0.0              0.0              0.0       6620.04420              0.0       1779.06398       1559.61777       1160.74995              0.0              0.0      0.4396702      0.0042855
  NaN                  59     4      0.1666667     58.6666667       8174.67052              0.0              0.0              0.0       43.1759632        695.55710              0.0              0.0              0.0       6614.82584              0.0       1390.96859       1596.60679       1112.69281              0.0              0.0      0.4089176      0.0041666
  NaN                  59     5      0.1666667     58.8333333       7796.05732              0.0              0.0              0.0       45.2586981        691.84997              0.0              0.0              0.0       6596.78099              0.0       1108.77410       1621.94274       1065.46409              0.0              0.0      0.3896163      0.0041172
  NaN                  59     6      0.1666667     59.0000000       7510.50472              0.0              0.0              0.0       47.1640486        688.34714              0.0              0.0              0.0       6575.22469              0.0        913.01263       1640.42411       1021.13281              0.0              0.0      0.3756126      0.0040837
  NaN                  60     1      0.1666667     59.1666667       6713.82577              0.0              0.0              0.0       50.1627418        144.92110        645.91200              0.0              0.0       6559.21383              0.0        804.54346       1111.25343       1012.37726              0.0              0.0      0.0982899      0.0011535
  NaN                  60     2      0.1666667     59.3333333       6578.48816              0.0              0.0              0.0       54.3780401        140.85756        635.89243              0.0              0.0       6523.46735              0.0        732.23670       1150.04277       1022.19328              0.0              0.0      0.0465029   5.5237142E-4
  NaN                  60     3      0.1666667     59.5000000       6452.32060              0.0              0.0              0.0       57.2120350        137.43943        596.54907              0.0              0.0       6475.47118              0.0        686.87326       1180.90292        986.81066              0.0              0.0      0.3901105      0.0047076
  NaN                  60     4      0.1666667     59.6666667       6414.86143              0.0              0.0              0.0       59.3753678        134.17164        461.56757              0.0              0.0       6410.41960              0.0        658.98657       1208.02634        939.92216              0.0              0.0      0.3307339      0.0040612
  NaN                  60     5      0.1666667     59.8333333       6326.55271              0.0              0.0              0.0       61.2585838        131.05790        381.94782              0.0              0.0       6337.30378              0.0        641.13261       1232.04510        892.04344              0.0              0.0      0.2664804      0.0033303
  NaN                  60     6      0.1666667     60.0000000       6230.53645        1.9390974              0.0              0.0       62.9406045        128.10443        315.54657              0.0              0.0       6258.30170              0.0        628.61281       1253.35197        845.23262              0.0              0.0      0.1849238      0.0023520
  NaN                  61     1      0.1666667     60.1666667       6295.61301              0.0              0.0              0.0       64.4704496       71.3035524       93.1326711              0.0              0.0       6178.84934              0.0        606.83153       1210.92868        806.89009              0.0              0.0      0.2703106      0.0035270
  NaN                  61     2      0.1666667     60.3333333       6256.38862              0.0              0.0              0.0       65.9094967       68.5992438        5.7677786              0.0              0.0       6108.85269              0.0        587.86329       1214.33320        776.83578              0.0              0.0      0.2481033      0.0032895
  NaN                  61     3      0.1666667     60.5000000       6152.46905              0.0              0.0              0.0       67.2710760       66.0916540              0.0              0.0              0.0       6049.42599              0.0        571.13407       1215.89461        748.68835              0.0              0.0      0.2946691      0.0039630
  NaN                  61     4      0.1666667     60.6666667       6056.29279              0.0              0.0              0.0       68.5542019       63.7203114              0.0              0.0              0.0       5998.71308              0.0        556.20464       1216.30209        722.21952              0.0              0.0      0.2915322      0.0039713
  NaN                  61     5      0.1666667     60.8333333       5973.19818              0.0              0.0              0.0       69.7723949       61.4756610              0.0              0.0              0.0       5956.87271              0.0        542.73782       1215.75058        697.32902              0.0              0.0      0.3059461      0.0042150
  NaN                  61     6      0.1666667     61.0000000       5902.20256              0.0              0.0              0.0       70.9254781       59.3501280              0.0              0.0              0.0       5923.48634              0.0        530.47254       1214.37497        673.89097              0.0              0.0      0.3030265      0.0042161
  NaN                  62     1      0.1666667     61.1666667       5844.20540              0.0              0.0              0.0       72.0155451       57.3367403              0.0              0.0              0.0       5899.94543              0.0        519.20664       1212.29239        651.72618              0.0              0.0      0.2983388      0.0041852
  NaN                  62     2      0.1666667     61.3333333       5792.61971              0.0              0.0              0.0       73.0491688       55.4288611              0.0              0.0              0.0       5880.01279              0.0        508.78474       1209.61269        630.75756              0.0              0.0      0.2976157      0.0042065
  NaN                  62     3      0.1666667     61.5000000       5741.45804              0.0              0.0              0.0       74.0290362       53.6205371              0.0              0.0              0.0       5858.04326              0.0        499.08724       1206.41974        610.85773              0.0              0.0      0.2980519      0.0042447
  NaN                  62     4      0.1666667     61.6666667       5688.40094              0.0              0.0              0.0       74.9548069       51.9067111              0.0              0.0              0.0       5832.05067              0.0        490.02164       1202.77961        591.85401              0.0              0.0      0.3023312      0.0043401
  NaN                  62     5      0.1666667     61.8333333       5631.97289              0.0              0.0              0.0       75.8360636       50.2816456              0.0              0.0              0.0       5800.61735              0.0        481.51012       1198.71532        573.83694              0.0              0.0      0.2782281      0.0040286
  NaN                  62     6      0.1666667     62.0000000       5568.88292              0.0              0.0              0.0       76.6718753       48.7406704              0.0              0.0              0.0       5760.71607              0.0        473.50302       1194.33180        556.64254              0.0              0.0      0.2843033      0.0041566
  NaN                  63     1      0.1666667     62.1666667       5504.20526              0.0              0.0              0.0       77.4651152       47.2790212              0.0              0.0              0.0       5717.49672              0.0        465.96678       1189.68872        540.34940              0.0              0.0      0.2671714      0.0039457
  NaN                  63     2      0.1666667     62.3333333       5439.91790              0.0              0.0              0.0       78.2185372       45.8923057              0.0              0.0              0.0       5673.06802              0.0        458.87957       1184.83711        524.85741              0.0              0.0      0.2762378      0.0041212
  NaN                  63     3      0.1666667     62.5000000       5376.34174              0.0              0.0              0.0       78.9286155       44.5767733              0.0              0.0              0.0       5627.88787              0.0        452.22887       1179.81790        510.12268              0.0              0.0      0.2720599      0.0041004
  NaN                  63     4      0.1666667     62.6666667       5314.81213              0.0              0.0              0.0       79.6065902       43.3279272              0.0              0.0              0.0       5583.25111              0.0        446.01062       1174.67689        496.24384              0.0              0.0      0.2621015      0.0039900
  NaN                  63     5      0.1666667     62.8333333       5255.19385              0.0              0.0              0.0       80.2538451       42.1417491              0.0              0.0              0.0       5539.15105              0.0        440.22788       1169.45511        483.11097              0.0              0.0      0.2711701      0.0041688
  NaN                  63     6      0.1666667     63.0000000       5197.29486              0.0              0.0              0.0       81.1024236       41.2524106              0.0              0.0              0.0       5495.57655              0.0        434.89000       1164.18681        470.59808              0.0              0.0      0.2670654      0.0041454
  NaN                  64     1      0.1666667     63.1666667       5140.61220              0.0              0.0              0.0       82.6335546       41.1378772              0.0              0.0              0.0       5452.11707              0.0        429.98461       1158.89113        458.63154              0.0              0.0      0.2657899      0.0041647
  NaN                  64     2      0.1666667     63.3333333       5084.95590              0.0              0.0              0.0       84.0886759       41.0246542              0.0              0.0              0.0       5408.66527              0.0        425.32659       1153.58154        447.34592              0.0              0.0      0.2636858      0.0041706
  NaN                  64     3      0.1666667     63.5000000       5030.67902              0.0              0.0              0.0       85.4713513       40.9127128              0.0              0.0              0.0       5365.70070              0.0        420.88532       1148.27342        436.65374              0.0              0.0      0.2713131      0.0043311
