         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           SWI_IN          SWI_OUT         IN_OUT  PERCENT_ERROR
  NaN                   1   125            2.0          250.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   126            2.0          252.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   127            2.0          254.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   128            2.0          256.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   129            2.0          258.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   130            2.0          260.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   131            2.0          262.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   132            2.0          264.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   133            2.0          266.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   134            2.0          268.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   135            2.0          270.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   136            2.0          272.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   137            2.0          274.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   138            2.0          276.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   139            2.0          278.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   140            2.0          280.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   141            2.0          282.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   142            2.0          284.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   143            2.0          286.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   144            2.0          288.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   145            2.0          290.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   146            2.0          292.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   147            2.0          294.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   148            2.0          296.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   149            2.0          298.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   150            2.0          300.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   151            2.0          302.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   152            2.0          304.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   153            2.0          306.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   154            2.0          308.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   155            2.0          310.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   156            2.0          312.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   157            2.0          314.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   158            2.0          316.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   159            2.0          318.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   160            2.0          320.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   161            2.0          322.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   162            2.0          324.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   163            2.0          326.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   164            2.0          328.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   165            2.0          330.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   166            2.0          332.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   167            2.0          334.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   168            2.0          336.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   169            2.0          338.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   170            2.0          340.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   171            2.0          342.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   172            2.0          344.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   173            2.0          346.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   174            2.0          348.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   175            2.0          350.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   176            2.0          352.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   177            2.0          354.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   178            2.0          356.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   179            2.0          358.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   180            2.0          360.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   181            2.0          362.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   182            2.0          364.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   183            2.0          366.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   184            2.0          368.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   185            2.0          370.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   186            2.0          372.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   187            2.0          374.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   188            2.0          376.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   189            2.0          378.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   190            2.0          380.0              0.0              0.0              0.0    1.1102230E-16              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   191            2.0          382.0              0.0              0.0    1.1102230E-16              0.0              0.0              0.0  1.1102230E-16          0.001
  NaN                   1   192            2.0          384.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   193            2.0          386.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   194            2.0          388.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   195            2.0          390.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   196            2.0          392.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   197            2.0          394.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   198            2.0          396.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   199            2.0          398.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   200            2.0          400.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   201            2.0          402.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   202            2.0          404.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   203            2.0          406.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   204            2.0          408.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   205            2.0          410.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   206            2.0          412.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   207            2.0          414.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   208            2.0          416.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   209            2.0          418.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   210            2.0          420.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   211            2.0          422.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   212            2.0          424.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   213            2.0          426.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   214            2.0          428.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   215            2.0          430.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   216            2.0          432.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   217            2.0          434.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   218            2.0          436.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   219            2.0          438.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   220            2.0          440.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   221            2.0          442.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   222            2.0          444.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   223            2.0          446.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   224            2.0          448.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   225            2.0          450.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   226            2.0          452.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   227            2.0          454.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   228            2.0          456.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   229            2.0          458.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   230            2.0          460.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
  NaN                   1   231            2.0          462.0              0.0              0.0              0.0              0.0              0.0              0.0            0.0            0.0
