         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           WEL_IN          WEL_OUT           GHB_IN          GHB_OUT           SWI_IN          SWI_OUT         IN_OUT  PERCENT_ERROR
  NaN                   1    58          365.0        21170.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0231657        0.0531657              0.0              0.0  3.0836445E-14  5.8000668E-11
  NaN                   1    59          365.0        21535.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0230788        0.0530788              0.0              0.0  5.9258154E-14  1.1164192E-10
  NaN                   1    60          365.0        21900.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0229906        0.0529906              0.0              0.0  3.0836445E-14  5.8192265E-11
  NaN                   1    61          365.0        22265.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0229072        0.0529072              0.0              0.0  5.9258154E-14  1.1200405E-10
  NaN                   1    62          365.0        22630.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0228356        0.0528356              0.0              0.0  4.5047299E-14  8.5259409E-11
  NaN                   1    63          365.0        22995.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0227625        0.0527625              0.0              0.0  4.8600013E-14  9.2110948E-11
  NaN                   1    64          365.0        23360.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0226893        0.0526893              0.0              0.0  4.1494586E-14  7.8753406E-11
  NaN                   1    65          365.0        23725.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0226147        0.0526147              0.0              0.0  3.0836445E-14  5.8607993E-11
  NaN                   1    66          365.0        24090.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0225402        0.0525402              0.0              0.0  3.0836445E-14  5.8691145E-11
  NaN                   1    67          365.0        24455.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0224647        0.0524647              0.0              0.0  5.5705440E-14  1.0617695E-10
  NaN                   1    68          365.0        24820.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0223888        0.0523888              0.0              0.0  2.7283731E-14  5.2079355E-11
  NaN                   1    69          365.0        25185.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0223124        0.0523124              0.0              0.0  3.4389158E-14  6.5738124E-11
  NaN                   1    70          365.0        25550.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0222355        0.0522355              0.0              0.0  1.6625590E-14  3.1828134E-11
  NaN                   1    71          365.0        25915.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0221583        0.0521583              0.0              0.0  4.5047299E-14  8.6366498E-11
  NaN                   1    72          365.0        26280.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0220808        0.0520808              0.0              0.0  5.5705440E-14  1.0695973E-10
  NaN                   1    73          365.0        26645.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0220029        0.0520029              0.0              0.0  4.5047299E-14  8.6624551E-11
  NaN                   1    74          365.0        27010.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0219248        0.0519248              0.0              0.0  1.6625590E-14  3.2018572E-11
  NaN                   1    75          365.0        27375.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0218465        0.0518465              0.0              0.0  5.2152727E-14  1.0059060E-10
  NaN                   1    76          365.0        27740.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0217682        0.0517682              0.0              0.0  4.8600013E-14  9.3880088E-11
  NaN                   1    77          365.0        28105.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0216896        0.0516896              0.0              0.0  2.3731017E-14  4.5910635E-11
  NaN                   1    78          365.0        28470.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0216106        0.0516106              0.0              0.0  3.7941872E-14  7.3515595E-11
  NaN                   1    79          365.0        28835.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0215317        0.0515317              0.0              0.0  6.2810868E-14  1.2188785E-10
  NaN                   1    80          365.0        29200.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0214529        0.0514529              0.0              0.0  4.8600013E-14  9.4455341E-11
  NaN                   1    81          365.0        29565.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0213740        0.0513740              0.0              0.0  5.5705440E-14  1.0843118E-10
  NaN                   1    82          365.0        29930.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0212956        0.0512956              0.0              0.0  4.1494586E-14  8.0893006E-11
  NaN                   1    83          365.0        30295.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0212338        0.0512338              0.0              0.0  5.5705440E-14  1.0872785E-10
  NaN                   1    84          365.0        30660.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0211716        0.0511716              0.0              0.0  4.8600013E-14  9.4974575E-11
  NaN                   1    85          365.0        31025.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0211091        0.0511091              0.0              0.0  3.4389158E-14  6.7285761E-11
  NaN                   1    86          365.0        31390.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0210464        0.0510464              0.0              0.0  2.0178303E-14  3.9529357E-11
  NaN                   1    87          365.0        31755.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0209834        0.0509834              0.0              0.0  4.6906923E-15 -9.2004295E-12
  NaN                   1    88          365.0        32120.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0209202        0.0509202              0.0              0.0  4.8600013E-14  9.5443420E-11
  NaN                   1    89          365.0        32485.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0208569        0.0508569              0.0              0.0  5.9258154E-14  1.1651944E-10
  NaN                   1    90          365.0        32850.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0207934        0.0507934              0.0              0.0  4.1494586E-14  8.1692912E-11
  NaN                   1    91          365.0        33215.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0207299        0.0507299              0.0              0.0  3.0836445E-14  6.0785571E-11
  NaN                   1    92          365.0        33580.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0206660        0.0506660              0.0              0.0  3.4389158E-14  6.7874197E-11
  NaN                   1    93          365.0        33945.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0206021        0.0506021              0.0              0.0  5.5705440E-14  1.1008515E-10
  NaN                   1    94          365.0        34310.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0205386        0.0505386              0.0              0.0  3.0836445E-14  6.1015603E-11
  NaN                   1    95          365.0        34675.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0204744        0.0504744              0.0              0.0  5.2152727E-14  1.0332515E-10
  NaN                   1    96          365.0        35040.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0204103        0.0504103              0.0              0.0  3.4389158E-14  6.8218530E-11
  NaN                   1    97          365.0        35405.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0203459        0.0503459              0.0              0.0  5.2152727E-14  1.0358873E-10
  NaN                   1    98          365.0        35770.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0202817        0.0502817              0.0              0.0  8.0574436E-14  1.6024597E-10
  NaN                   1    99          365.0        36135.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0202173        0.0502173              0.0              0.0  3.7941872E-14  7.5555332E-11
  NaN                   1   100          365.0        36500.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0201530        0.0501530              0.0              0.0  3.4389158E-14  6.8568466E-11
  NaN                   1   101          365.0        36865.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0200886        0.0500886              0.0              0.0  4.8600013E-14  9.7028045E-11
  NaN                   1   102          365.0        37230.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0200243        0.0500243              0.0              0.0  5.2152727E-14  1.0425483E-10
  NaN                   1   103          365.0        37595.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0199599        0.0499599              0.0              0.0  5.5705440E-14  1.1150025E-10
  NaN                   1   104          365.0        37960.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0198956        0.0498956              0.0              0.0  2.7283731E-14  5.4681641E-11
  NaN                   1   105          365.0        38325.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0198365        0.0498365              0.0              0.0  5.2152727E-14  1.0464761E-10
  NaN                   1   106          365.0        38690.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0197697        0.0497697              0.0              0.0  3.7941872E-14  7.6234870E-11
  NaN                   1   107          365.0        39055.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0197032        0.0497032              0.0              0.0  5.9258154E-14  1.1922395E-10
  NaN                   1   108          365.0        39420.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0196367        0.0496367              0.0              0.0  3.0836445E-14  6.2124243E-11
  NaN                   1   109          365.0        39785.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0195707        0.0495707              0.0              0.0  3.4389158E-14  6.9373997E-11
  NaN                   1   110          365.0        40150.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0195045        0.0495045              0.0              0.0  2.7283731E-14  5.5113617E-11
  NaN                   1   111          365.0        40515.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0194387        0.0494387              0.0              0.0  2.7283731E-14  5.5187023E-11
  NaN                   1   112          365.0        40880.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0193729        0.0493729              0.0              0.0  3.0836445E-14  6.2456165E-11
  NaN                   1   113          365.0        41245.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0193073        0.0493073              0.0              0.0  3.0836445E-14  6.2539308E-11
  NaN                   1   114          365.0        41610.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0192417        0.0492417              0.0              0.0  4.8600013E-14  9.8696798E-11
  NaN                   1   115          365.0        41975.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0191762        0.0491762              0.0              0.0  6.2810868E-14  1.2772610E-10
  NaN                   1   116          365.0        42340.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0191107        0.0491107              0.0              0.0  5.5705440E-14  1.1342820E-10
  NaN                   1   117          365.0        42705.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0190453        0.0490453              0.0              0.0  4.8600013E-14  9.9092078E-11
  NaN                   1   118          365.0        43070.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0189799        0.0489799              0.0              0.0  3.4389158E-14  7.0210785E-11
  NaN                   1   119          365.0        43435.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0189145        0.0489145              0.0              0.0  4.1494586E-14  8.4830916E-11
  NaN                   1   120          365.0        43800.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0188490        0.0488490              0.0              0.0  4.5047299E-14  9.2217369E-11
  NaN                   1   121          365.0        44165.0              0.0              0.0              0.0              0.0             0.03              0.0        0.0187837        0.0487837              0.0              0.0  3.7941872E-14  7.7775643E-11
