         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           WEL_IN          WEL_OUT           GHB_IN          GHB_OUT           SFR_IN          SFR_OUT      UZF_RECH_IN     UZF_RECH_OUT     UZF_GW_ET_IN    UZF_GW_ET_OUT      UZF_LEAK_IN     UZF_LEAK_OUT         IN_OUT  PERCENT_ERROR
  NaN                   8    13   259589.09516   2.0424349E+7        1.5568954       24.2477398              0.0              0.0              0.0              0.0        0.2089630        0.2639720       43.0581995       13.3505432       11.1130211              0.0              0.0       18.0664531              0.0              0.0      0.0083710      0.0149661
  NaN                   8    14   285548.00468   2.0709897E+7        1.4334519       23.9581053              0.0              0.0              0.0              0.0        0.2089638        0.2639034       43.0811418       13.3692641       10.9415259              0.0              0.0       18.0658592              0.0              0.0      0.0079514      0.0142853
  NaN                   8    15   314102.80515   2.1024000E+7        1.1331481       23.6818843              0.0              0.0              0.0              0.0        0.2089650        0.2638285       43.1025711       13.3843844       10.9607981              0.0              0.0       18.0677990              0.0              0.0      0.0075861      0.0136929
  NaN                   9     1    82713.08566   2.1106713E+7        1.1144687       12.1019355              0.0              0.0              0.0             10.0        0.2089652        0.2638066       43.1087256       13.3877962        9.3992850              0.0              0.0       18.0659810              0.0              0.0      0.0119252      0.0221553
  NaN                   9     2    90984.39423   2.1197697E+7        1.0555497       11.9661018              0.0              0.0              0.0             10.0        0.2089656        0.2637832       43.1149101       13.3912686        9.3200411              0.0              0.0       18.0668067              0.0              0.0      0.0115061      0.0214292
  NaN                   9     3   100082.83365   2.1297780E+7        0.9928411       11.8463565              0.0              0.0              0.0             10.0        0.2089660        0.2637584       43.1210927       13.3949303        9.2610854              0.0              0.0       18.0678116              0.0              0.0      0.0111283      0.0207701
  NaN                   9     4   110091.11701   2.1407871E+7        0.8003734       11.8925161              0.0              0.0              0.0             10.0        0.2089664        0.2637320       43.1277323       13.3987004        9.4996083              0.0              0.0       18.0700975              0.0              0.0      0.0116345      0.0216937
  NaN                   9     5   121100.22871   2.1528972E+7        0.7045797       12.6664536              0.0              0.0              0.0             10.0        0.2089670        0.2637042       43.1343310       13.4025139       10.3618192              0.0              0.0       18.0734033              0.0              0.0      0.0036218      0.0066567
  NaN                   9     6   133210.25159   2.1662182E+7        0.4531491       13.3259736              0.0              0.0              0.0             10.0        0.2089676        0.2636726       43.1408233       13.4062020       11.2752532              0.0              0.0       18.0798167              0.0              0.0      0.0025285      0.0045908
  NaN                   9     7   146531.27674   2.1808713E+7        0.4536908       13.2086887              0.0              0.0              0.0             10.0        0.2089684        0.2636393       43.1479573       13.4067987       11.1607804              0.0              0.0       18.0898582              0.0              0.0      0.0024119      0.0043877
  NaN                   9     8   161184.40442   2.1969898E+7        0.5058747       13.1487212              0.0              0.0              0.0             10.0        0.2089693        0.2636046       43.1547677       13.4012424       11.0515026              0.0              0.0       18.1053633              0.0              0.0      0.0021828      0.0039746
  NaN                   9     9   177302.84486   2.2147200E+7        0.5666544       12.8790858              0.0              0.0              0.0             10.0        0.2089703        0.2635678       43.1614996       13.3862346       10.7167822              0.0              0.0       18.1231472              0.0              0.0      0.0018711      0.0034236
  NaN                   9    10   195033.12935   2.2342234E+7        0.6448846       12.8171245              0.0              0.0              0.0             10.0        0.2089715        0.2635294       43.1681564       13.3610673       10.5630463              0.0              0.0       18.1415164              0.0              0.0      0.0018213      0.0033366
  NaN                   9    11   214536.44228   2.2556770E+7        0.6930086       12.7407186              0.0              0.0              0.0             10.0        0.2089729        0.2634877       43.1753103       13.3305501       10.4214584              0.0              0.0       18.1622444              0.0              0.0      0.0017493      0.0032098
  NaN                   9    12   235990.08651   2.2792760E+7        0.6910503       12.6261585              0.0              0.0              0.0             10.0        0.2089744        0.2634436       43.1825563       13.3030230       10.2992688              0.0              0.0       18.1876466              0.0              0.0      0.0015781      0.0029020
  NaN                   9    13   259589.09516   2.3052349E+7        0.6774459       12.4533705              0.0              0.0              0.0             10.0        0.2089761        0.2633988       43.1899998       13.2808396       10.1400485              0.0              0.0       18.2174768              0.0              0.0      0.0013846      0.0025538
  NaN                   9    14   285548.00468   2.3337897E+7        0.7508052       12.4509506              0.0              0.0              0.0             10.0        0.2089781        0.2633539       43.1967650       13.2642271       10.0687986              0.0              0.0       18.2455409              0.0              0.0      0.0012743      0.0023499
  NaN                   9    15   314102.80515   2.3652000E+7        0.8981326       13.6948845              0.0              0.0              0.0             10.0        0.2089803        0.2633097       43.2028053       13.2528400       11.1567920              0.0              0.0       18.2540879              0.0              0.0      0.0015881      0.0028632
  NaN                  10     1    82713.08566   2.3734713E+7        1.0957263       25.6810688              0.0              0.0              0.0              0.0        0.2089809        0.2632981       43.2044441       13.2502559       12.9499397              0.0              0.0       18.2556293              0.0              0.0      0.0088389      0.0153841
  NaN                  10     2    90984.39423   2.3825697E+7        1.1427327       25.6000151              0.0              0.0              0.0              0.0        0.2089815        0.2632858       43.2061137       13.2478646       12.8194422              0.0              0.0       18.2575523              0.0              0.0      0.0085524      0.0149066
  NaN                  10     3   100082.83365   2.3925780E+7        1.1783071       25.4413373              0.0              0.0              0.0              0.0        0.2089823        0.2632728       43.2078023       13.2458414       12.6230418              0.0              0.0       18.2596122              0.0              0.0      0.0080697      0.0141044
  NaN                  10     4   110091.11701   2.4035871E+7        1.2015634       25.3388434              0.0              0.0              0.0              0.0        0.2089831        0.2632591       43.2094952       13.2441389       12.4958068              0.0              0.0       18.2616784              0.0              0.0      0.0079288      0.0138830
  NaN                  10     5   121100.22871   2.4156972E+7        1.2223604       25.2629541              0.0              0.0              0.0              0.0        0.2089840        0.2632448       43.2111757       13.2428474       12.3986530              0.0              0.0       18.2643137              0.0              0.0      0.0078131      0.0136982
  NaN                  10     6   133210.25159   2.4290182E+7        1.2560368       25.1534715              0.0              0.0              0.0              0.0        0.2089851        0.2632296       43.2128245       13.2420578       12.2513517              0.0              0.0       18.2670569              0.0              0.0      0.0033822      0.0059413
  NaN                  10     7   146531.27674   2.4436713E+7        1.3195066       24.9592983              0.0              0.0              0.0              0.0        0.2089862        0.2632134       43.2145494       13.2419207       11.9946806              0.0              0.0       18.2701543              0.0              0.0      0.0031361      0.0055275
  NaN                  10     8   161184.40442   2.4597898E+7        1.3369185       24.8302714              0.0              0.0              0.0              0.0        0.2089875        0.2631970       43.2162595       13.2425618       11.8507599              0.0              0.0       18.2738269              0.0              0.0      0.0030683      0.0054200
  NaN                  10     9   177302.84486   2.4775200E+7        1.3461765       24.7052501              0.0              0.0              0.0              0.0        0.2089890        0.2631801       43.2178934       13.2422925       11.7190281              0.0              0.0       18.2783360              0.0              0.0      0.0030284      0.0053608
  NaN                  10    10   195033.12935   2.4970234E+7        1.3404396       24.3560026              0.0              0.0              0.0              0.0        0.2089907        0.2631631       43.2195998       13.2393775       11.3745582              0.0              0.0       18.2825516              0.0              0.0      0.0024935      0.0044414
  NaN                  10    11   214536.44228   2.5184770E+7        1.3329089       24.7614157              0.0              0.0              0.0              0.0        0.2089937        0.2631460       43.2214108       13.2350846       11.7967899              0.0              0.0       18.2972673              0.0              0.0      0.0031897      0.0056396
  NaN                  10    12   235990.08651   2.5420760E+7        1.3249946       24.9899274              0.0              0.0              0.0              0.0        0.2089990        0.2631291       43.2132957       13.2266838       12.0588372              0.0              0.0       18.3228637              0.0              0.0      0.0035224      0.0062010
  NaN                  10    13   259589.09516   2.5680349E+7        1.3488079       24.6751814              0.0              0.0              0.0              0.0        0.2090151        0.2631122       43.2069686       13.2132952       11.8075278              0.0              0.0       18.4174997              0.0              0.0      0.0032309      0.0057113
  NaN                  10    14   285548.00468   2.5965897E+7        1.3398672       24.3479003              0.0              0.0              0.0              0.0        0.2090405        0.2630951       43.2075781       13.1983501       11.5685149              0.0              0.0       18.5126033              0.0              0.0      0.0030519      0.0054184
  NaN                  10    15   314102.80515   2.6280000E+7        1.2996917       24.7022833              0.0              0.0              0.0              0.0        0.2090854        0.2630775       43.2173620       13.1855687       12.1160504              0.0              0.0       18.6875088              0.0              0.0      0.0037512      0.0065995
  NaN                  11     1    82713.08566   2.6362713E+7       22.3917424       13.5656420              0.0              0.0              0.0             30.0        0.2090964        0.2630729       43.2202015       13.1826343        9.8873966              0.0              0.0       18.6905246              0.0              0.0      0.0065630      0.0086692
  NaN                  11     2    90984.39423   2.6453697E+7       21.9443727       12.9950970              0.0              0.0              0.0             30.0        0.2091081        0.2630680       43.2234415       13.1799117        9.7722887              0.0              0.0       18.7047342              0.0              0.0      0.0064002      0.0085170
  NaN                  11     3   100082.83365   2.6553780E+7       21.4658530       12.4504442              0.0              0.0              0.0             30.0        0.2091197        0.2630627       43.2267661       13.1774443        9.6993855              0.0              0.0       18.7038216              0.0              0.0      0.0063514      0.0085142
  NaN                  11     4   110091.11701   2.6663871E+7       20.9602228       11.8874105              0.0              0.0              0.0             30.0        0.2091311        0.2630571       43.2301933       13.1753293        9.6354256              0.0              0.0       18.7028813              0.0              0.0      0.0062945      0.0085024
  NaN                  11     5   121100.22871   2.6784972E+7       20.4320892       11.2676325              0.0              0.0              0.0             30.0        0.2091422        0.2630512       43.2336731       13.1737098        9.5392231              0.0              0.0       18.7036306              0.0              0.0      0.0061035      0.0083142
  NaN                  11     6   133210.25159   2.6918182E+7       19.8915632       10.4928895              0.0              0.0              0.0             30.0        0.2091528        0.2630450       43.2371484       13.1726480        9.3058634              0.0              0.0       18.7097580              0.0              0.0      0.0053874      0.0074165
  NaN                  11     7   146531.27674   2.7064713E+7       19.1745440        9.6675022              0.0              0.0              0.0             30.0        0.2091629        0.2630385       43.2406365       13.1724175        9.2000727              0.0              0.0       18.7165445              0.0              0.0      0.0049134      0.0068411
  NaN                  11     8   161184.40442   2.7225898E+7       18.5578776        8.9426234              0.0              0.0              0.0             30.0        0.2091725        0.2630319       43.2439912       13.1728081        9.0968577              0.0              0.0       18.7247011              0.0              0.0      0.0047345      0.0066584
  NaN                  11     9   177302.84486   2.7403200E+7       17.9883890        8.2541416              0.0              0.0              0.0             30.0        0.2091814        0.2630253       43.2442583       13.1733294        8.9823379              0.0              0.0       18.7290442              0.0              0.0      0.0046260      0.0065690
  NaN                  11    10   195033.12935   2.7598234E+7       17.6008118        7.9260648              0.0              0.0              0.0             30.0        0.2091897        0.2630187       43.2419846       13.1744226        9.0430157              0.0              0.0       18.7270328              0.0              0.0      0.0044629      0.0063671
  NaN                  11    11   214536.44228   2.7812770E+7       17.3762037        8.1573174              0.0              0.0              0.0             30.0        0.2091974        0.2630123       43.2411184       13.1759819        9.4972540              0.0              0.0       18.7245544              0.0              0.0      0.0029073      0.0041343
  NaN                  11    12   235990.08651   2.8048760E+7       16.9384187        7.6570751              0.0              0.0              0.0             30.0        0.2092044        0.2630061       43.2413318       13.1760908        9.4314640              0.0              0.0       18.7216368              0.0              0.0      0.0026100      0.0037382
  NaN                  11    13   259589.09516   2.8308349E+7       16.7101213        7.6998125              0.0              0.0              0.0             30.0        0.2092149        0.2629943       43.2437537       13.1740285        9.7317489              0.0              0.0       18.7549537              0.0              0.0      0.0030498      0.0043635
  NaN                  11    14   285548.00468   2.8593897E+7       16.5120667        7.3765440              0.0              0.0              0.0             30.0        0.2092329        0.2629705       43.2492480       13.1692311        9.6651344              0.0              0.0       18.8239239              0.0              0.0      0.0030125      0.0043262
  NaN                  11    15   314102.80515   2.8908000E+7       16.3475760        6.7824171              0.0              0.0              0.0             30.0        0.2092600        0.2629305       43.2583012       13.1581177        9.3040912              0.0              0.0       18.9130906              0.0              0.0      0.0026724      0.0038664
  NaN                  12     1    82713.08566   2.8990713E+7        2.6267915       22.8984502              0.0              0.0              0.0              0.0        0.2092691        0.2629171       43.2614561       13.1539069        9.2127997              0.0              0.0       18.9827354              0.0              0.0      0.0123068      0.0222530
  NaN                  12     2    90984.39423   2.9081697E+7        2.2667989       22.4780263              0.0              0.0              0.0              0.0        0.2092782        0.2629030       43.2646633       13.1492718        9.1487772              0.0              0.0       18.9873061              0.0              0.0      0.0120103      0.0218833
  NaN                  12     3   100082.83365   2.9181780E+7        1.9239763       21.9676756              0.0              0.0              0.0              0.0        0.2092918        0.2628848       43.2692531       13.1435316        9.0628118              0.0              0.0       19.0794843              0.0              0.0      0.0117567      0.0215879
  NaN                  12     4   110091.11701   2.9291871E+7        1.5442960       21.5406354              0.0              0.0              0.0              0.0        0.2093052        0.2628656       43.2739391       13.1373700        9.0070434              0.0              0.0       19.0883913              0.0              0.0      0.0053214      0.0098486
  NaN                  12     5   121100.22871   2.9412972E+7        1.2175842       21.0103905              0.0              0.0              0.0              0.0        0.2093210        0.2628457       43.2794852       13.1306416        8.8362574              0.0              0.0       19.1338770              0.0              0.0      0.0048929      0.0091388
  NaN                  12     6   133210.25159   2.9546182E+7        1.0098330       20.9871931              0.0              0.0              0.0              0.0        0.2093391        0.2628252       43.2858161       13.1233516        9.0512257              0.0              0.0       19.1775488              0.0              0.0      0.0052952      0.0098877
  NaN                  12     7   146531.27674   2.9692713E+7        0.9265630       21.3398979              0.0              0.0              0.0              0.0        0.2093600        0.2628040       43.2930687       13.1154875        9.5228948              0.0              0.0       19.2274721              0.0              0.0      0.0062249      0.0115385
  NaN                  12     8   161184.40442   2.9853898E+7        0.9153769       21.2367144              0.0              0.0              0.0              0.0        0.2093827        0.2627824       43.3009642       13.1071576        9.4541214              0.0              0.0       19.2671987              0.0              0.0      0.0059922      0.0111220
  NaN                  12     9   177302.84486   3.0031200E+7        0.9443124       21.1085266              0.0              0.0              0.0              0.0        0.2094108        0.2627602       43.3106414       13.0979381        9.3594844              0.0              0.0       19.3487539              0.0              0.0      0.0058700      0.0109066
  NaN                  12    10   195033.12935   3.0226234E+7        0.9490843       21.0135984              0.0              0.0              0.0              0.0        0.2094423        0.2627376       43.3215783       13.0882419        9.3047891              0.0              0.0       19.4145845              0.0              0.0      0.0057317      0.0106573
  NaN                  12    11   214536.44228   3.0440770E+7        0.9477464       20.8527730              0.0              0.0              0.0              0.0        0.2094782        0.2627147       43.3339744       13.0781789        9.2000991              0.0              0.0       19.4921860              0.0              0.0      0.0054455      0.0101428
  NaN                  12    12   235990.08651   3.0676760E+7        0.9457729       20.6208057              0.0              0.0              0.0              0.0        0.2095178        0.2626915       43.3476599       13.0677159        9.0260647              0.0              0.0       19.5727813              0.0              0.0      0.0050208      0.0093801
  NaN                  12    13   259589.09516   3.0936349E+7        0.9248024       20.6214279              0.0              0.0              0.0              0.0        0.2095531        0.2626684       43.3603062       13.0578759        9.0462397              0.0              0.0       19.5967813              0.0              0.0      0.0021481      0.0040122
  NaN                  12    14   285548.00468   3.1221897E+7        0.8938248       21.3822013              0.0              0.0              0.0              0.0        0.2095829        0.2626456       43.3713945       13.0490778        9.8348647              0.0              0.0       19.6134765              0.0              0.0      0.0022658      0.0041721
  NaN                  12    15   314102.80515   3.1536000E+7        0.8574606       22.7595352              0.0              0.0              0.0              0.0        0.2096078        0.2626235       43.3809992       13.0417333       11.2499605              0.0              0.0       19.6312224              0.0              0.0      0.0029137      0.0052314
