DATE_START             PER    STP           DELT  WELLID      NODE             RATE        NODE_HEAD        CELL_HEAD        CELL_BOTM        NODE_COND   LAY   ROW   COL
237.01086                3     11     27.8213672  WELL-A        11       -248.18062       -7.5000000       -5.8975374      -60.0000000        154.87452    12    30    41
237.01086                3     11     27.8213672  WELL-A        12       -252.65310       -7.5000000       -5.8686593      -65.0000000        154.87452    13    30    41
264.83222                3     12     36.1677773  WELL-A         1       -250.65111       -7.5000000       -5.8815858      -10.0000000        154.87452     2    30    41
264.83222                3     12     36.1677773  WELL-A         2       -250.73341       -7.5000000       -5.8810544      -15.0000000        154.87452     3    30    41
264.83222                3     12     36.1677773  WELL-A         3       -250.90045       -7.5000000       -5.8799759      -20.0000000        154.87452     4    30    41
264.83222                3     12     36.1677773  WELL-A         4       -251.15749       -7.5000000       -5.8783162      -25.0000000        154.87452     5    30    41
264.83222                3     12     36.1677773  WELL-A         5       -251.51358       -7.5000000       -5.8760170      -30.0000000        154.87452     6    30    41
264.83222                3     12     36.1677773  WELL-A         6       -251.98338       -7.5000000       -5.8729836      -35.0000000        154.87452     7    30    41
264.83222                3     12     36.1677773  WELL-A         7       -252.59073       -7.5000000       -5.8690620      -40.0000000        154.87452     8    30    41
264.83222                3     12     36.1677773  WELL-A         8       -253.37594       -7.5000000       -5.8639921      -45.0000000        154.87452     9    30    41
264.83222                3     12     36.1677773  WELL-A         9       -254.41255       -7.5000000       -5.8572988      -50.0000000        154.87452    10    30    41
264.83222                3     12     36.1677773  WELL-A        10       -255.85278       -7.5000000       -5.8479994      -55.0000000        154.87452    11    30    41
264.83222                3     12     36.1677773  WELL-A        11       -258.09006       -7.5000000       -5.8335537      -60.0000000        154.87452    12    30    41
264.83222                3     12     36.1677773  WELL-A        12       -262.74113       -7.5000000       -5.8035225      -65.0000000        154.87452    13    30    41
