         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT           GHB_IN          GHB_OUT           SFR_IN          SFR_OUT         IN_OUT  PERCENT_ERROR
  NaN                   5     7    27915.21562   1.0517493E+7        0.1965241        0.2527531              0.0              0.0              0.0        0.3701995        0.4264286              0.0   1.1468317E-8   1.8409613E-6
  NaN                   5     8    30706.73718   1.0548200E+7        0.1959047        0.2530575              0.0              0.0              0.0        0.3698721        0.4270249              0.0   1.3557699E-8   2.1764416E-6
  NaN                   5     9    33777.41090   1.0581977E+7        0.1951617        0.2534128              0.0              0.0              0.0        0.3695118        0.4277630              0.0   1.2704806E-8   2.0395415E-6
  NaN                   5    10    37155.15199   1.0619133E+7        0.1941332        0.2537048              0.0              0.0              0.0        0.3691156        0.4286871              0.0   1.7164080E-8   2.7558639E-6
  NaN                   5    11    40870.66719   1.0660003E+7        0.1906122        0.2550834              0.0              0.0              0.0        0.3686800        0.4331513              0.0   2.6462061E-8   4.2423233E-6
  NaN                   5    12    44957.73391   1.0704961E+7        0.1884055        0.2575473              0.0              0.0              0.0        0.3682014        0.4373433              0.0   3.3877152E-8   5.4138583E-6
  NaN                   5    13    49453.50730   1.0754414E+7        0.1868704        0.2599741              0.0              0.0              0.0        0.3676761        0.4407799              0.0   3.6122871E-8   5.7552544E-6
  NaN                   5    14    54398.85803   1.0808813E+7        0.1849113        0.2626815              0.0              0.0              0.0        0.3670999        0.4448701              0.0   4.4291361E-8   7.0328144E-6
  NaN                   5    15    59838.74384   1.0868652E+7        0.1833331        0.2655321              0.0              0.0              0.0        0.3664697        0.4486688              0.0   4.7964360E-8   7.5892753E-6
  NaN                   5    16    65822.61822   1.0934475E+7        0.1813543        0.2686933              0.0              0.0              0.0        0.3658140        0.4531530              0.0   5.8464168E-8   9.2141048E-6
  NaN                   5    17    72404.88004   1.1006880E+7        0.1788014        0.2711456              0.0              0.0              0.0        0.3653249        0.4576693              0.0   6.2200436E-8   9.7727113E-6
  NaN                   5    18    79645.36805   1.1086525E+7        0.1741349        0.2738391              0.0              0.0              0.0        0.3645963        0.4643006              0.0   7.8294328E-8   1.2263467E-5
  NaN                   5    19    87609.90485   1.1174135E+7        0.1713684        0.2769387              0.0              0.0              0.0        0.3637585        0.4693288              0.0   8.7449433E-8   1.3649106E-5
  NaN                   5    20    96370.89534   1.1270506E+7        0.1689130        0.2798142              0.0              0.0              0.0        0.3628344        0.4737356              0.0   9.9985736E-8   1.5558383E-5
  NaN                   5    21   106007.98487   1.1376514E+7        0.1665971        0.2820382              0.0              0.0              0.0        0.3618204        0.4772616              0.0   1.1176139E-7   1.7358063E-5
  NaN                   5    22   116608.78336   1.1493123E+7        0.1641186        0.2843901              0.0              0.0              0.0        0.3607123        0.4809840              0.0   1.2583251E-7   1.9505816E-5
  NaN                   5    23   128269.66169   1.1621392E+7        0.1614539        0.2870415              0.0              0.0              0.0        0.3595058        0.4850935              0.0   1.4897068E-7   2.3040955E-5
  NaN                   5    24   141096.62786   1.1762489E+7        0.1585863        0.2899377              0.0              0.0              0.0        0.3581977        0.4895492              0.0   1.6580743E-7   2.5582219E-5
  NaN                   5    25   155206.29065   1.1917695E+7        0.1555380        0.2932128              0.0              0.0              0.0        0.3567885        0.4944635              0.0   2.0532645E-7   3.1588615E-5
  NaN                   5    26   170726.91972   1.2088422E+7        0.1522703        0.2968123              0.0              0.0              0.0        0.3552867        0.4998289              0.0   2.5010696E-7   3.8354136E-5
  NaN                   5    27   187799.61169   1.2276222E+7        0.1488299        0.3008592              0.0              0.0              0.0        0.3537165        0.5057461              0.0   3.1516658E-7   4.8148212E-5
  NaN                   5    28   206579.57286   1.2482801E+7        0.1452602        0.3053707              0.0              0.0              0.0        0.3521321        0.5122431              0.0   4.1600261E-7   6.3270064E-5
  NaN                   5    29   227237.53014   1.2710039E+7        0.1416605        0.3104534              0.0              0.0              0.0        0.3506354        0.5194285              0.0   1.9900875E-7   3.0103176E-5
  NaN                   5    30   249961.28316   1.2960000E+7        0.1382236        0.3131442              0.0              0.0              0.0        0.3493931        0.5243140              0.0   2.6637376E-7   4.0205084E-5
  NaN                   6     1    15757.41147   1.2975757E+7        0.1378344        0.3131396              0.0              0.0              0.0        0.3493432        0.5246488              0.0   3.7358877E-7   5.6392203E-5
  NaN                   6     2    17333.15262   1.2993091E+7        0.1376407        0.3129954              0.0              0.0              0.0        0.3492799        0.5246349              0.0   3.5392816E-7   5.3441234E-5
  NaN                   6     3    19066.46788   1.3012157E+7        0.1374742        0.3129114              0.0              0.0              0.0        0.3494391        0.5248767              0.0   3.3754958E-7   5.0962365E-5
  NaN                   6     4    20973.11467   1.3033130E+7        0.1372801        0.3128217              0.0              0.0              0.0        0.3499207        0.5254626              0.0   3.2322556E-7   4.8770910E-5
  NaN                   6     5    23070.42613   1.3056201E+7        0.1370628        0.3126989              0.0              0.0              0.0        0.3498244        0.5254609              0.0   3.1032598E-7   4.6839998E-5
  NaN                   6     6    25377.46875   1.3081578E+7        0.1368159        0.3125811              0.0              0.0              0.0        0.3496966        0.5254621              0.0   2.9896527E-7   4.5141972E-5
  NaN                   6     7    27915.21562   1.3109493E+7        0.1365376        0.3124518              0.0              0.0              0.0        0.3495494        0.5254639              0.0   2.8888757E-7   4.3638516E-5
  NaN                   6     8    30706.73718   1.3140200E+7        0.1362257        0.3123100              0.0              0.0              0.0        0.3493817        0.5254663              0.0   2.7997820E-7   4.2312478E-5
  NaN                   6     9    33777.41090   1.3173977E+7        0.1358774        0.3121543              0.0              0.0              0.0        0.3491919        0.5254690              0.0   2.7204114E-7   4.1134443E-5
  NaN                   6    10    37155.15199   1.3211133E+7        0.1306137        0.3137649              0.0              0.0              0.0        0.3489784        0.5321298              0.0   2.8628970E-7   4.3197672E-5
  NaN                   6    11    40870.66719   1.3252003E+7        0.1209552        0.3242229              0.0              0.0              0.0        0.3487390        0.5520070              0.0   3.3651736E-7   5.0005401E-5
  NaN                   6    12    44957.73391   1.3296961E+7        0.1111798        0.3374385              0.0              0.0              0.0        0.3484717        0.5747307              0.0   3.7958589E-7   5.5340454E-5
