         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT         IN_OUT  PERCENT_ERROR
2019-02-01T00:00:00   110     1           14.0         3332.0        648.08502       26.4976474              0.0              0.0        177.89938       31.1489851              0.0        768.33777  3.6675374E-10  4.4402017E-11
2019-02-15T00:00:00   110     2           14.0         3346.0        645.35210       25.0437241              0.0              0.0        178.21849       31.0330594              0.0        767.49383   3.2123696E-5  -3.9005395E-6
2019-03-01T00:00:00   111     1           15.5         3361.5        534.80423       62.5810697              0.0              0.0        237.65470       12.2456820              0.0        697.63218  3.7130121E-10  4.8067437E-11
2019-03-16T12:00:00   111     2           15.5         3377.0        532.09191       60.8622881              0.0              0.0        237.86286       12.1669437              0.0        696.92557   2.6478130E-5  -3.4389201E-6
2019-04-01T00:00:00   112     1           15.0         3392.0        637.17047       20.3951838              0.0              0.0        179.04200       30.7292582              0.0        765.08802   1.0145413E-9 -1.2429868E-10
2019-04-16T00:00:00   112     2           15.0         3407.0        634.32149       19.1150032              0.0              0.0        179.45946       30.5794084              0.0        764.08654   4.2486020E-6  -5.2208177E-7
2019-05-01T00:00:00   113     1           15.5         3422.5        990.14073              0.0              0.0              0.0       55.0476158        105.41101              0.0        939.77733  1.0913936E-10 -1.0442076E-11
2019-05-16T12:00:00   113     2           15.5         3438.0        987.08280              0.0              0.0              0.0       55.6653706        104.76180              0.0        937.98638   6.1944638E-6  -5.9405175E-7
2019-06-01T00:00:00   114     1           15.0         3453.0       1505.61933              0.0              0.0              0.0              0.0        325.39769              0.0       1180.22164  1.8508217E-10 -1.2292760E-11
2019-06-16T00:00:00   114     2           15.0         3468.0       1500.74150              0.0              0.0              0.0              0.0        323.26477              0.0       1177.47673   6.6248390E-7  -4.4143772E-8
2019-07-01T00:00:00   115     1           15.5         3483.5       2013.65033              0.0              0.0              0.0              0.0        598.15470              0.0       1415.49564  3.1468517E-10 -1.5627597E-11
2019-07-16T12:00:00   115     2           15.5         3499.0       2006.66681              0.0              0.0              0.0              0.0        595.03253              0.0       1411.63428   8.4427484E-8  -4.2073494E-9
2019-08-01T00:00:00   116     1           15.5         3514.5       2369.10334              0.0              0.0              0.0              0.0        790.94396              0.0       1578.15938  3.6379788E-12  1.5355931E-13
2019-08-16T12:00:00   116     2           15.5         3530.0       2360.75593              0.0              0.0              0.0              0.0        787.17569              0.0       1573.58023   1.2677629E-7  -5.3701564E-9
2019-09-01T00:00:00   117     1           15.0         3545.0       2495.32632              0.0              0.0              0.0              0.0        860.81591              0.0       1634.51041  2.9740477E-10 -1.1918472E-11
2019-09-16T00:00:00   117     2           15.0         3560.0       2486.82068              0.0              0.0              0.0              0.0        856.96430              0.0       1629.85638   2.3076609E-8 -9.2795630E-10
2019-10-01T00:00:00   118     1           15.5         3575.5       2335.69539        0.0515259              0.0              0.0              0.0        775.82443              0.0       1559.81943  1.6189006E-10 -6.9311289E-12
2019-10-16T12:00:00   118     2           15.5         3591.0       2327.59826              0.0              0.0              0.0              0.0        772.19262              0.0       1555.40564   1.2627379E-7  -5.4250681E-9
2019-11-01T00:00:00   119     1           15.0         3606.0       1950.78699        0.1428707              0.0              0.0              0.0        569.78665              0.0       1380.85747  5.0249582E-10 -2.5758621E-11
2019-11-16T00:00:00   119     2           15.0         3621.0       1944.41347              0.0              0.0              0.0              0.0        567.00367              0.0       1377.40980   1.2008773E-6  -6.1760385E-8
2019-12-01T00:00:00   120     1           15.5         3636.5       1420.58467        0.2000287              0.0              0.0              0.0        287.22854              0.0       1133.15610  1.0891199E-10 -7.6667018E-12
2019-12-16T12:00:00   120     2           15.5         3652.0       1416.02500              0.0              0.0              0.0              0.0        285.32879              0.0       1130.69621   6.8488907E-7  -4.8367019E-8
